Gene,p_value,effect_size
FBXL18,0.9194782526993206,0.03791959934594757
FBXL19,0.14223101991173062,0.561759923597544
FBXL19-AS1,0.6312590420854157,0.18040641748152622
FBXL2,0.9561466922113361,0.02062543672635784
FBXL20,0.4674393052469654,0.27390233160286886
FBXL21P,0.3168945755162276,0.3789537118588723
FBXL22,0.23967451431635045,0.44679988321256775
FBXL5,0.06657447180627099,0.7104314353026404
FBXL6,0.12363941145095712,0.5905957880459614
FBXL7,0.10552490050304429,0.6223651509929216
FBXL8,0.908458634606872,0.04313175449758001
FBXL9P,0.26223734040146846,0.42551398826139947
FBXO10,0.5069366109272888,0.2499348353100728
FBXO11,0.7820872836454175,0.10381839484137739
FBXO16,0.26880894397266647,0.4195679561335252
FBXO17,0.4300936673684853,0.2976810092778788
FBXO2,0.7543984307529635,0.11744611895836864
FBXO21,0.4768550437497805,0.26808644478529725
FBXO24,0.8015551149734786,0.09432366314051632
FBXO25,0.5039496688765526,0.25170955591163385
FBXO27,0.6040298389586249,0.19500837417370023
FBXO31,0.45061223016233876,0.28446995196873875
FBXO32,0.19856964011543024,0.489792571066401
FBXO36,0.3950779914440613,0.32115575342923947
FBXO36-IT1,0.6131084990546996,0.1901065456019147
FBXO38,0.7033046469332312,0.14304460190724688
FBXO39,0.22544691538744302,0.4610000970985983
FBXO41,0.7962890542783307,0.09688544941368868
FBXO42,0.18907644490692144,0.5006794859894732
FBXO44,0.7554894752453851,0.11690616007662658
FBXO45,0.3265986660652459,0.3712913170834196
FBXO46,0.7998188857454058,0.09516776998800028
FBXO47,0.10289985973433158,0.6273403318332218
FBXO6,0.5567535996881672,0.22113384339364422
FBXO9,0.8854435530209513,0.054047332696333675
FBXW10,0.005953612566800309,1.1094424206935223
FBXW10B,0.6244982084356643,0.1840044771241191
FBXW11,0.4416124394246874,0.2902187199764389
FBXW4,0.8629410829708912,0.06476665280940318
FBXW4P1,0.1895025128873431,0.5001818719825281
FBXW5,0.5260422620554103,0.23871689274272437
FBXW7,0.8832416818404245,0.0550940173141476
FBXW9,0.6643757391642255,0.16302277192825765
FCER1A,0.7578019390528459,0.11576256065166896
FCER1G,0.6337794551115778,0.1790695293735523
FCER2,0.7243814439922015,0.1324070846379427
FCGBP,0.919407806872327,0.03795289375034964
FCGR2A,0.5917418187828012,0.20169916613890715
FCGRT,0.7252048051611694,0.13199385368584657
FCHO1,0.7591522084833636,0.1150953263621464
FCHO2,0.6044496702226848,0.19478093209443584
FCHSD1,0.5147181505438911,0.2453383797894177
FCMR,0.5278006766496192,0.2376956649186914
FCRL4,0.5525702535314647,0.2234984564500552
FCRL5,0.6752755634900569,0.15738249444190017
FCSK,0.35028579401812676,0.3532197976932853
FDFT1,0.2534168628736547,0.43366831114630144
FDPS,0.6945820179954851,0.1474820368258782
FDPSP3,0.7750082138529493,0.10728806706732716
FDPSP4,0.7020366624477412,0.14368833902975672
FDX2,0.6053543141088555,0.19429109885274157
FDX2-ZGLP1,0.6053543141088555,0.19429109885274157
FEM1A,0.42322969216565764,0.302186073102474
FEM1AP2,0.4414945461466194,0.2902944926972446
FEM1AP3,0.8593806735280898,0.06646758489849448
FEM1AP4,0.375125120990088,0.3351284111140751
FEM1B,0.00021722470911589168,1.5859468150350764
FEN1,0.011192278181445497,1.0119668405877253
FENDRR,0.9037952807568443,0.04534005794727986
FER1L4,0.528609110696732,0.2372267688264866
FER1L5,0.914936246183375,0.04006691997905439
FERD3L,0.9431735841068156,0.026736729849035603
FERMT3,0.6844241474781576,0.15267713938767127
FES,0.7181990593952392,0.13551536496954114
FEV,0.7886961893513578,0.10058759621885513
FEZ1,0.4825996837598817,0.26457073790765867
FEZF1,0.6241611673532619,0.184184309512972
FEZF1-AS1,0.8633167482466271,0.06458726695988114
FEZF2,0.2125540017206499,0.4744643327442049
FFAR1,0.839218650302969,0.07612808522908941
FGD3,0.5991223453852272,0.19767259045261693
FGD4,0.814687463237473,0.0879550164232593
FGD5,0.8140936287439319,0.08824241079556204
FGF1,0.16088279252415058,0.5357572015705702
FGF11,0.2586510630946142,0.42880481241612994
FGF12,0.7593380075259094,0.11500354400375601
FGF13,0.2074796982443694,0.47993428225398804
FGF14,0.2812731600059433,0.40857334278807367
FGF16,0.604020781352775,0.19501328192530543
FGF17,0.44707273219733834,0.2867225552232251
FGF19,0.8389135181901257,0.07627468017075428
FGF21,0.2028344812735861,0.485032299451335
FGF22,0.7665668909472764,0.11143812804509717
FGF23,0.3972189253343652,0.3196836790353347
FGF3,0.15220642092034092,0.5475334634880301
FGF4,0.3791006954115783,0.3323066815788751
FGF5,0.3121111657868261,0.3827905562251346
FGF6,0.48709518415696995,0.2618362319171278
FGF8,0.9911155821153828,0.004176457595573738
FGF9,0.7083463726272337,0.14048934337422075
FGFR1,0.39475396406141927,0.3213789930663802
FGFR1OP2P1,0.7657868166876621,0.11182235883707899
FGFR2,0.7267305368061376,0.13122855962034252
FGFR3,0.4305743484488639,0.2973671832798882
FGFR3P6,0.07004139336067008,0.7010042666629097
FGFR4,0.2734634663454226,0.4154200321626739
FGFRL1,0.3382157485505525,0.36232108553659526
FGGY,0.255213232800486,0.4319909250811951
FGGY-DT,0.255213232800486,0.4319909250811951
FGR,0.5139850267895034,0.24576978502444755
FH,0.5435783440386647,0.22861277281627826
FHAD1,0.9730846872900052,0.012654823365268126
FHAD1-AS1,0.8551226647033447,0.06850368360360798
FHIP2A,0.8530471247656263,0.06949693605515915
FHIP2B,0.6265352618434524,0.18291852252101348
FHL1,0.21446968995348534,0.47242519594585786
FHL2,0.9996908323436718,0.00014533281402152537
FHL3,0.9898046186933428,0.004792758832230557
FHOD1,0.9848558293552431,0.00711938799708158
FIBCD1,0.8590383680305826,0.06663119164867576
FIBCD1-AS1,0.8590383680305826,0.06663119164867576
FIBP,0.6165129660546589,0.1882771456061824
FIG4,0.6513800465831945,0.16979863717836577
FIGLA,0.5017435770831722,0.25302409332585946
FIGNL1,0.8336011565975502,0.0788288959184318
FIGNL2,0.31938595659115226,0.3769712250182091
FILNC1,0.8641649380035824,0.06418230078809067
FIRRE,0.9921942055651601,0.0036693914621473197
FIS1,0.253879293073494,0.43323567713262623
FITM1,0.399786545769207,0.3179248713101964
FIZ1,0.7826174389372402,0.10355892939087664
FKBP10,0.5769476343483217,0.20984478444962343
FKBP11,0.9392660883249758,0.028578841131715715
FKBP14-AS1,0.5084364860313534,0.24904586045313543
FKBP15,0.2956612482649487,0.3963075493211407
FKBP1AP1,0.230681904096559,0.45569905796795107
FKBP1AP4,0.3546500009130591,0.34998091706056084
FKBP2,0.7909908456456232,0.0994676905977627
FKBP4,0.7216124296612062,0.1337980499777372
FKBP5,0.578174420193447,0.20916543217035413
FKBP6,0.5150797932131784,0.24512569612503596
FKBP8,0.6855855852608179,0.15208159817028863
FKBP9,0.13697655411453225,0.5695814842569473
FKRP,0.029834124857435355,0.8522700632805226
FLAD1,0.9912690839641336,0.004104295159983103
FLCN,0.4791079495384095,0.26670477736587345
FLI1,0.06580343348499923,0.7125858694441746
FLII,0.4908488772697166,0.2595639645991114
FLJ12825,0.9547867807950617,0.021265754653466758
FLJ16779,0.6347999042788466,0.1785289363757502
FLJ30679,0.8631555121064947,0.06466425774259049
FLJ33534,0.5362490221235326,0.23281442748585124
FLJ39095,0.04310395873830326,0.7887871495934522
FLJ40194,0.6258172038115281,0.1833011360826521
FLJ45513,0.7391389780211287,0.12502554505089103
FLNA,0.6671519720248067,0.16158254663261906
FLNB,0.2627648090554957,0.42503275222969494
FLNB-AS1,0.6575906021449474,0.16655338803027642
FLNC,0.07238739192434171,0.6948520514791385
FLOT2,0.5174136767572142,0.24375509320358155
FLRT1,0.5504293715535044,0.2247121637240746
FLRT2,0.3790728993632032,0.33232634326323485
FLRT2-AS1,0.3790728993632032,0.33232634326323485
FLT1,0.17850417605873398,0.5133170903369599
FLT3,0.8836896960237033,0.05488101223023353
FLT3LG,0.9774992535241923,0.010578579831221579
FLT4,0.19481745291500965,0.4940463656343013
FLVCR1,0.30206276558508405,0.39098610643953086
FLVCR1-DT,0.30206276558508405,0.39098610643953086
FLYWCH1,0.5107377666944316,0.24768471167408393
FLYWCH1P1,0.1402739008501605,0.5646453200718721
FLYWCH2,0.7714065076360479,0.10905707403113973
FMN1,0.5896072034049222,0.20286826538357258
FMN2,0.2756115332761261,0.4135229532186038
FMNL1,0.29282604751131935,0.3986904195665626
FMNL1-AS1,0.6700721518691245,0.16007033796057205
FMO10P,0.290012459236433,0.40107135492973855
FN1,0.028184675416609864,0.8618829920328855
FN3K,0.9302011664685288,0.032855204113984744
FN3KRP,0.7127040211194038,0.1382863022010847
FNBP1,0.14479105579688956,0.5580338509891091
FNBP4,0.6534256385434416,0.16872827818730618
FNDC1,0.7668638865411109,0.11129187326193947
FNDC10,0.8806090929676585,0.05634604398567116
FNDC11,0.5237629553835809,0.24004338462243632
FNDC3B,0.9496013017859021,0.023707969231678373
FNDC4,0.49136543756033624,0.25925204330834295
FNDC5,0.052435413038288525,0.7539612409564742
FNDC8,0.20049858896892178,0.4876298793582708
FNIP1,0.7035432570834046,0.14292351257252847
FNIP2,0.19034694373719296,0.4991982103457858
FNTA,0.22522929357618737,0.4612224631474386
FOLH1,0.7942949975466271,0.09785673814721066
FOLH1B,0.27627492107737023,0.4129392332568386
FOS,0.8983817762040054,0.047905679377220685
FOSB,0.5728016888029319,0.21214601546017917
FOSL1P1,0.7079218748380269,0.14070422257858295
FOXA1,0.3342151444334034,0.3653861261067257
FOXA2,0.8681340244085354,0.062288310395957135
FOXA3,0.9069489498508776,0.043846480022337354
FOXB1,0.682191040046127,0.15382333019735855
FOXB2,0.48032139273019425,0.2659621469232763
FOXC1,0.7603638633562626,0.1144969146180017
FOXC2-AS1,0.8757143472336545,0.05867569876230433
FOXCUT,0.28896196151277737,0.40196452332518995
FOXD2,0.13309801973654387,0.5755131974734127
FOXD2-AS1,0.42160617865120664,0.3032582235501598
FOXD3,0.7247492707409765,0.1322224578014818
FOXD3-AS1,0.5237456817747403,0.24005344928720893
FOXD4L4,0.1880008234623365,0.5019396241251747
FOXE1,0.5390788932692498,0.23118857896708475
FOXE3,0.2569541494963446,0.430373571892116
FOXF1,0.8360032004619237,0.07767350853195286
FOXF2,0.8977250224317465,0.04821709310444092
FOXF2-DT,0.228327112158372,0.4580722390293312
FOXG1-AS1,0.9273464296544821,0.034202828521956434
FOXH1,0.7515053303197318,0.11887916166141786
FOXI2,0.8931241170795884,0.05039970727954539
FOXJ1,0.4862110586188717,0.2623728806224956
FOXJ2,0.9489570495565238,0.024011465821119394
FOXJ3,0.8805072326514449,0.05639450071594463
FOXK1,0.41758614852438747,0.3059240729605186
FOXK2,0.9833703620549941,0.007817819369167768
FOXL1,0.9339456467914868,0.031088237950353297
FOXL2,0.7607326137843335,0.11431485722137637
FOXL2NB,0.2602451519836766,0.42733796074940483
FOXL3,0.9738246389403185,0.012306785108938746
FOXM1,0.43385281525308295,0.29523244456692527
FOXN1,0.5135778967087072,0.24600950594298301
FOXN4,0.665345182292185,0.16251956884498953
FOXO3B,0.5667837240167755,0.21550124772011806
FOXO6,0.4711378750515596,0.27160974665632104
FOXP1,0.9503792861060518,0.02334149549644491
FOXP2,0.4946840864482662,0.2572525167322338
FOXP3,0.45122044224307056,0.2840839424926825
FOXP4,0.8471652493738208,0.0723145365502957
FOXP4-AS1,0.8489489368615752,0.07145964776670749
FOXQ1,0.506860577955184,0.2499799388277184
FOXR1,0.1741692638553788,0.5186690544428136
FOXRED1,0.39392009217402024,0.3219540304971904
FOXRED2,0.33054328506642083,0.36822136862023547
FOXS1,0.17315352107263415,0.5199382670806012
FPASL,0.38286731573609567,0.3296509497841728
FPGS,0.6520500227597319,0.16944791193227113
FRAT2,0.37451864292145354,0.3355605802892814
FREM3,0.2903633665239557,0.40077351449405474
FREY1,0.2177804405551297,0.4689335523853209
FRG1-DT,0.6109013730012691,0.19129508154327646
FRG1EP,0.24529235020681492,0.44136603734396995
FRG1FP,0.4471487891775383,0.28667403885999687
FRG2KP,0.20341340733864374,0.4843920800869053
FRMD1,0.4746607743767587,0.2694357857590548
FRMD3,0.06947385215451654,0.7025193827120033
FRMD4A,0.9259834088614689,0.034846427784330565
FRMD4A-AS1,0.5652170469045847,0.2163776756321135
FRMD5,0.4589329453397445,0.27921576937334086
FRMD6,0.5951016832323621,0.19986314896241877
FRMD6-AS2,0.7650213960181805,0.11219949204016078
FRMD8,0.3803658606805532,0.33141274972962087
FRMD8P1,0.3437748803893863,0.3581025305853167
FRMPD2,0.7567701898501243,0.11627265841332773
FRRS1,0.7921901278602952,0.09888275386218302
FRRS1L,0.2123456792766167,0.47468692334778084
FRS2,0.390600270673939,0.32425113415966106
FRS3,0.6902466948125067,0.14969558381296982
FRY,0.07651296533402685,0.6844391927908364
FSCN1,0.7448433952911568,0.12218602339567569
FSCN2,0.7565345944716132,0.11638916870561777
FSCN3,0.46621667366899666,0.2746625209742568
FSD1,0.3729224481865656,0.3367001997369885
FSD1L,0.9282094197236882,0.033795391847767094
FSTL3,0.2127374207675483,0.4742684889182953
FSTL4,0.3797751437044081,0.33182989378547656
FSTL5,0.10062816515230986,0.63173261387131
FTCD,0.6143681479678151,0.18942912043376703
FTCD-AS1,0.5297683752267055,0.23655506163091555
FTH1P11,0.7716098003868261,0.1089571574902884
FTH1P14,0.9251790993092404,0.03522626216565229
FTH1P19,0.9686040782117068,0.014762547256313234
FTH1P22,0.7514490335927312,0.11890706523556799
FTH1P28,0.7188132552088577,0.13520613500301462
FTH1P29,0.419794733843851,0.3044575054380853
FTH1P3,0.6210162260988306,0.1858644770823244
FTH1P6,0.3208737636310718,0.3757924147635884
FTH1P7,0.0004834065080020124,1.4740391636053198
FTHL17,0.8809246439996834,0.056195937149104876
FTHL18P,0.4357455872485031,0.2940044709916832
FTLP1,0.3669134917122002,0.341019251259555
FTLP10,0.6879041221868591,0.1508939414541841
FTLP13,0.7391232508840164,0.12503338399299088
FTLP14,0.12800799675257774,0.5835160743746381
FTLP17,0.747750400807419,0.12074182610641611
FTLP2,0.3193936971255068,0.37696508227800185
FTLP5,0.5264579145852533,0.23847532982623257
FTMT,0.6879789907540217,0.1508556170086955
FTOP1,0.282495306486379,0.40751429907162623
FTSJ1,0.2814753965545538,0.40839786854508914
FTSJ3,0.02493254730509974,0.8824401861033899
FTX,0.705965917654455,0.14169494943978017
FUBP3,0.31814918397190384,0.37795402923938615
FUCA1,0.5364794680439116,0.23268185908666061
FUCA2,0.17085650427679205,0.5228303169486352
FUNDC1,0.5802570812296457,0.20801376230805801
FUOM,0.9714467998949542,0.013425249520133381
FURIN,0.47696998525344325,0.26801586199269706
FUS,0.06905514136602225,0.7036440739319001
FUT1,0.3058858064421761,0.38784583796397293
FUT2,0.11013819989197016,0.613867442910573
FUT3,0.2685688311952021,0.41978334156468083
FUT5,0.8949623644687739,0.049527453041402894
FUT6,0.052477677844923035,0.7538164453290475
FUT7,0.3549529690441181,0.3497570607750365
FUZ,0.7705769593886105,0.10946487404313797
FXR1,0.8741405124666796,0.05942526894017787
FXR2,0.5505544926997283,0.2246411627377611
FXYD1,0.42235480757346044,0.30276352033519077
FXYD3,0.680891872767892,0.15449084978355387
FXYD6P3,0.510312404611107,0.24793604667589667
FXYD7,0.6928823372155419,0.1483492194947674
FYN,0.061932636958866964,0.7237460045273468
FZD10-AS1,0.3726084554506818,0.33692475332298677
FZD2,0.11513363107692379,0.6049944129278211
FZD3,0.5492675475723963,0.2253718514121577
FZD4,0.9319944385576542,0.03200889137835686
FZD4-DT,0.875980104734809,0.058549150947204344
FZR1,0.10368493377589079,0.6258413429130694
G0S2,0.022368576644295004,0.9004555116156611
G2E3,0.28548691555284306,0.4049357048052633
G3BP1,0.18524819588391098,0.5051902463648272
G3BP2,0.010512629490867743,1.0217989982628026
G6PC2,0.052161817163576325,0.7549010575717566
G6PC3,0.7484159963506232,0.12041142461459683
G6PD,0.5596102995314426,0.2195243656703275
GAA,0.14588261618552778,0.5564613123011884
GAB2,0.9288633599793168,0.0334866802824331
GAB4,0.7669106632108686,0.11126883982536799
GABARAPL1,0.7042414506149253,0.1425692847400651
GABARAPL1-AS1,0.5856875484158108,0.20502039231055452
GABARAPL2,0.058343498783800775,0.7346527064814875
GABARAPL3,0.38329603332088613,0.32934974877139866
GABBR1,0.594263824226893,0.20032053176920614
GABBR2,0.3057660624700231,0.3879437776360299
GABPAP,0.0919918008661281,0.6492334766725045
GABPB2,0.18251189051463662,0.5084592123052877
GABRA1,0.05382492832404521,0.7492539550505518
GABRA2,0.1504138608753675,0.5500333374032457
GABRA5,0.6504981122662212,0.17026055768296902
GABRB3,0.5457818686602427,0.22735541183504854
GABRD,0.1551209514220576,0.5435189663592714
GABRG3,0.33703675819515755,0.36322179042601627
GABRP,0.6089607644833033,0.19234176037111828
GABRR1,0.41663672366804705,0.30655600298318847
GACAT3,0.7174782826686552,0.1358783789253587
GAD1,0.4288614958791126,0.2984864507407647
GAD2,0.9489530049539872,0.024013371218838807
GADD45G,0.5110669420813374,0.24749029011647936
GADD45GIP1,0.8060904383794817,0.09212107490024848
GAK,0.6191178348675426,0.18688057273180758
GAL,0.5055182914719414,0.2507768162420354
GAL3ST1,0.10462824736001498,0.6240527653241774
GAL3ST2,0.6773829958040147,0.15629630847376277
GAL3ST4,0.7509559558716339,0.11915148971828378
GALC,0.7943799435646876,0.09781534758029682
GALE,0.45921516326299094,0.27903855667700206
GALK1,0.31457544318380026,0.38080886189410645
GALK2,0.7511347459269768,0.11906285521580787
GALNS,0.3001674538776671,0.3925532872976633
GALNT11,0.19699532928308808,0.4915697065220609
GALNT13,0.3596061599700924,0.3463347918583796
GALNT14,0.07663649751334924,0.6841349360114304
GALNT16-AS1,0.6954421242326998,0.14704352345267271
GALNT17,0.9715145815036264,0.01339336538105179
GALNT18,0.25106765270113257,0.4358751705888458
GALNT2,0.5472873193243771,0.22649791041272996
GALNT6,0.6492575770228468,0.17091075713545975
GALNT7,0.49683561753053807,0.2559602396808648
GALNT8,0.40611830652730474,0.31361805184560304
GALNT9,0.06633135784835306,0.7111083901947083
GALNT9-AS1,0.09656727634437304,0.6397967028225925
GALNTL5,0.526407512089944,0.23850461653295088
GALP,0.13893812253031934,0.5666335009379081
GALR1,0.7209372227272743,0.13413752107387417
GALR2,0.6741533390093297,0.15796146221320115
GALR3,0.26291552634413684,0.4248953747496657
GALT,0.0019510133994195252,1.2749006431493284
GAMT,0.1257574122591647,0.5871380957725545
GANAB,0.18259162724372383,0.5083634129993695
GAPDH,0.9569487957017787,0.0202477940483737
GAPDHP22,0.7080196527830399,0.14065472344667493
GAPDHP37,0.8761640277562558,0.05846157501208949
GAPDHP42,0.9108263258558313,0.04201115745319869
GAPDHP43,0.7437402190023877,0.12273457832545541
GAPDHP45,0.008932234630520512,1.0471942818808306
GAPDHP46,0.19601907783074607,0.49267725540304264
GAPDHP50,0.5567172098871895,0.22115437292244586
GAPDHP51,0.7575127049904584,0.11590553546336725
GAPDHP52,0.8307082043156679,0.08022146023492263
GAPDHP57,0.27346482551259244,0.415418828411204
GAPDHP64,0.058636509808936,0.7337405829732431
GAPDHP70,0.6586954165731007,0.1659774554511534
GAPDHP76,0.33383025031663993,0.365682324050984
GAPDHS,0.8423595916153157,0.07461978785190053
GAPVD1,0.8943959696038268,0.04979617883545636
GAREM1,0.9516164996063916,0.02275874768955621
GAREM2,0.6586272071338852,0.1660130006898268
GARIN4,0.8225702262124016,0.0841451254126611
GARIN5A,0.3012555177040663,0.3916527491936772
GARIN5B,0.24754138654171656,0.4392165210805721
GARIN6,0.6257153970080196,0.18335539947800256
GARNL3,0.3062283595633629,0.38756580886721625
GARRE1,0.6514278243755529,0.16977362087247483
GARS1,0.3845329952820101,0.3284819248007248
GARS1-DT,0.5621271817196363,0.21810982884032418
GART,0.033348383055024834,0.8333007704324799
GAS2L1,0.8956768397277701,0.04918850883118736
GAS2L1P1,0.3625984846981142,0.34414954170598167
GAS2L1P2,0.24744287626280245,0.43931036898919684
GAS2L3,0.6459157941934951,0.17266496861976768
GAS6,0.8752148089405013,0.05891358688812329
GAS6-AS1,0.6329497040845409,0.1795093855002835
GAS6-DT,0.09798100120545003,0.6369574267662601
GAS7,0.42523741317017494,0.300863707031878
GAS8,0.5319207717636698,0.23530999729656582
GAS8-AS1,0.5725964465582924,0.21226015246158453
GASK1A,0.5656831487797601,0.2161168010789274
GATA2,0.45433278634925256,0.28211350056517126
GATA2-AS1,0.42946306196029826,0.29809304396750647
GATA3,0.08481827189172421,0.6648637740646023
GATA3-AS1,0.5199481212894731,0.24227053126397924
GATA4,0.670878549133189,0.15965322859688305
GATA5,0.7479123925618409,0.1206614043642601
GATA6,0.8777561767918522,0.05770360472764227
GATA6-AS1,0.7498857056644467,0.11968220891789196
GATAD1,0.9354884154777963,0.030360441972720465
GATAD2A,0.056293432455919376,0.7411493349615906
GATAD2B,0.24566637861649226,0.44100755099917116
GATD1,0.6772661338090056,0.15635650389521247
GATD1-DT,0.28958719579235814,0.40143265046632864
GATM,0.4668479809046313,0.27426985062474946
GBA1,0.2999282682103186,0.3927515577872206
GBA1LP,0.26960764649991137,0.41885250807897384
GBE1,0.17006026322224152,0.5238399975523754
GBF1,0.925270515229304,0.03518308917475521
GBGT1,0.39512598082948136,0.3211227009412879
GBP2,0.6067106025903892,0.19355736417154742
GBP5,0.8003390088638934,0.09491484735354504
GBP6,0.05565515448908009,0.7432144846229037
GBX1,0.634105007272228,0.17889702263724563
GBX2,0.9434759078580399,0.026594234308868786
GBX2-AS1,0.9120595788768067,0.04142763253329851
GCAT,0.9424780651295388,0.027064567280189356
GCATP1,0.5815251416884298,0.20731355279321795
GCAWKR,0.8462135666528516,0.07277082256452387
GCC1,0.46621667366899666,0.2746625209742568
GCC2,0.17551883079204,0.5169917153277382
GCDH,0.6455472102065316,0.17285869233120116
GCFC2,0.8392458748915212,0.07611500628777776
GCGR,0.14669601397715604,0.5552956781598346
GCHFR,0.06752268752031475,0.7078114870419112
GCK,0.9817223209215356,0.008592722710041726
GCKR,0.49136543756033624,0.25925204330834295
GCM2,0.7995161020667914,0.09531502698187326
GCN1,0.5028310919160875,0.252375676655309
GCNA,0.3945502707660544,0.3215193881015299
GCNT1,0.12483131189227986,0.5886440321073975
GCNT2,0.7490432310493151,0.1201001554088508
GCSAML,0.9707730872372236,0.013742166289256464
GCSH,0.40478495033854145,0.31452144197245163
GDA,0.3162125579623998,0.3794982999438537
GDAP1,0.8741341993682725,0.059428276181496216
GDAP1L1,0.9818703329393967,0.008523126430385285
GDE1,0.5025318234893181,0.2525540333869606
GDF1,0.5741466961475562,0.21139855175290923
GDF15,0.6791775576693972,0.15537246188392137
GDF3,0.4066914077897352,0.31323033297886477
GDF5,0.5890291460710424,0.20318521358067365
GDF5-AS1,0.587781943746494,0.2038695703858084
GDF7,0.5218948398061646,0.24113290819462235
GDI1,0.7036152631936614,0.14288697415061866
GDNF,0.6835068824286663,0.1531477637927365
GDNF-AS1,0.5682452915815097,0.21468472562430094
GDPD1,0.9038705643114542,0.0453043949034451
GDPD2,0.5678612566403607,0.21489916833314215
GDPD3,0.9595317024042722,0.01903186706356341
GDPD5,0.10255661650881184,0.6279987259355444
GDPGP1,0.7028030320416077,0.14329921139511467
GEM,0.537534194893903,0.23207549315615286
GEMIN5,0.046537828944180175,0.7752562272570018
GEMIN7,0.28155455776844784,0.408329207478635
GEMIN7P1,0.9389017475445147,0.02875063874975935
GEMIN8P2,0.12120385253431701,0.5946327977464733
GEMIN8P4,0.2003576154630708,0.48778739055855064
GET1,0.7758174262583433,0.10689096292001525
GET1-SH3BGR,0.909080603487055,0.042837345887268646
GET4,0.794492640428084,0.09776043714867821
GFAP,0.7956065673832474,0.09721780579772041
GFI1,0.5195376040363908,0.24251072516110048
GFI1B,0.6490895118601756,0.17099888619956666
GFM1,0.2825134731873735,0.4074985816037492
GFM2,0.18499946776224194,0.5054858269393905
GFOD1,0.6935857723897452,0.14799022383129945
GFOD2,0.5716763501809693,0.21277207854089086
GFOD3P,0.16859755814970298,0.5257045887559504
GFPT2,0.7580849888161119,0.11562266001736715
GFRA1,0.8411681120696688,0.07519179169010907
GFUS,0.23682651520828615,0.4495908839198573
GFY,0.14159971504191504,0.5626871215181861
GGA1,0.006375464234302819,1.0990296271694837
GGA2,0.5880073387589682,0.20374584065019574
GGA3,0.2374968929195672,0.44893167943536877
GGACT,0.24014396375994349,0.446342205095029
GGCT,0.9678167312567539,0.015132972120342961
GGCX,0.6854301096741109,0.15216129678308563
GGN,0.08845310380888294,0.6568089576973262
GGNBP1,0.20456443117489007,0.48312334277552077
GGNBP2,0.15601110343371433,0.5423049336972645
GGPS1,0.3429483346236728,0.3587268231625922
GGT1,0.7666714198912177,0.11138665097850607
GGT5,0.7112679426798358,0.1390117645105528
GGT6,0.20342359302106083,0.48438082855617304
GGT8P,0.3330454664341387,0.36628698167738094
GGTA2P,0.7965556520525816,0.09675564383879151
GGTLC1,0.047663949943005254,0.7710120130380226
GGTLC2,0.2982672295071445,0.3941315414526356
GGTLC4P,0.8728024970200131,0.060062722409003115
GH1,0.8999522859325259,0.04716112981170598
GHDC,0.7721787794541137,0.10867755270144715
GHET1,0.2970381924518749,0.3951561134728944
GHRH,0.9929646110092409,0.0033072245077556814
GHRHR,0.923477859628154,0.03602979712375905
GHRLOS,0.39724378762940715,0.3196666138399777
GHSR,0.8127056266861742,0.08891436690047194
GID4,0.07281826537997653,0.6937409141330494
GID8,0.8165363441893962,0.08706057271611765
GIGYF1,0.01773118647665112,0.9384989575890496
GIGYF2,0.8412814963035119,0.07513735042454686
GIMAP5,0.8803189310693436,0.05648408168189023
GIMAP6,0.6051687280016478,0.194391559003163
GIMAP8,0.6044202673826926,0.19479685853736156
GINM1,0.1403205780566914,0.5645761241242361
GINS1,0.46833219704987794,0.2733478982987084
GINS2,0.4622072436299808,0.2771636900995433
GINS3,0.8664018708098489,0.06311465981579797
GINS4,0.864249975318241,0.06414170428819113
GIP,0.7827662350404625,0.1034861158737239
GIPC1,0.9617476881785068,0.017988840344514728
GIPC2,0.8517714806397289,0.07010765204941435
GIPC3,0.691610867223238,0.14899847233977087
GIPR,0.19915773116819202,0.489131505819683
GIT1,0.7278902957329209,0.1306472186348603
GIT2,0.27172427568530944,0.41696390759987145
GJA1P1,0.5999170285866359,0.19724046243180302
GJA6P,0.2935358178300664,0.3980923584310249
GJA9,0.5605009133954291,0.21902345201305526
GJB1,0.6655594312498083,0.16240840133480017
GJB2,0.9872651687541645,0.005986628274169441
GJB4,0.0730703667904582,0.6930934268395423
GJB5,0.7173943060654514,0.13592068182805872
GJB6,0.3846442308409118,0.3284039729757325
GJC1,0.0280603545486548,0.8626281017034055
GJC2,0.7798588078069673,0.10490961646750291
GJD2,0.8409898147584859,0.07527740425045902
GJD2-DT,0.8409898147584859,0.07527740425045902
GJD3,0.6955803441982131,0.14697307359933456
GJD3-AS1,0.9888998013837014,0.0052181332798577375
GK,0.30527294031489777,0.38834739006425756
GKN2,0.11403002142413893,0.6069267026055016
GLB1,0.0620131032054595,0.7235078872409041
GLB1L,0.21408058376770742,0.4728382498364946
GLB1L2,0.7878056408065891,0.10102248194402254
GLDC,0.04871888144611401,0.7671160949496494
GLDCP1,0.6929312308958802,0.1483242621649588
GLE1,0.8279482448389958,0.08155109419539774
GLG1,0.13887171836241358,0.5667327421650941
GLI1,0.6081782525708529,0.19276425606890954
GLI2,0.6514521105088653,0.16976090503089886
GLI4,0.3749362036806513,0.33526298242855185
GLIS2-AS1,0.1554040793796977,0.5431322183181542
GLIS3,0.4564186663015203,0.280797415116753
GLIS3-AS1,0.9746886921933241,0.011900389473771873
