Triplet_ID,Gene_Ensembl_ID,Gene_Symbol,miRNA_Name,Sample_Size,B12_Variable_Used,Target_log2FC,Target_Direction,miRNA_log2FC,miRNA_Direction,Methylation_Direction,Methylation_Value,Path_a,Path_a_pvalue,Path_b,Path_b_pvalue,Path_c,Path_c_prime,ACME,Total_Effect,Proportion_Mediated,R2_Mediator,R2_Outcome,Path_a_Significant,Path_b_Significant,Mediation_Significant
LHX8_hsa-miR-373-3p_18962,ENSG00000162624,LHX8,hsa-miR-373-3p,50,B12_numeric,29.91083438,Up-regulated,-1.206470126,Down-regulated,Hypomethylated,-0.438134154,-8.998892778933077e-05,0.9944996231036054,0.0018133015279983913,0.17951405843898982,-0.00020007690572427709,-0.0001999137286640139,-1.631770602633304e-07,-0.00020007690572427709,0.000815571690658802,0.005697234321905054,0.10707456731908693,False,False,False
LHX8_hsa-miR-373-3p_18963,ENSG00000162624,LHX8,hsa-miR-373-3p,50,B12_numeric,29.91083438,Up-regulated,-1.206470126,Down-regulated,Hypomethylated,-0.515227874,-8.998892778933077e-05,0.9944996231036054,0.0018133015279983913,0.17951405843898982,-0.00020007690572427709,-0.0001999137286640139,-1.631770602633304e-07,-0.00020007690572427709,0.000815571690658802,0.005697234321905054,0.10707456731908693,False,False,False
LHX8_hsa-miR-373-3p_18964,ENSG00000162624,LHX8,hsa-miR-373-3p,50,B12_numeric,29.91083438,Up-regulated,-1.206470126,Down-regulated,Hypomethylated,-1.404394964,-8.998892778933077e-05,0.9944996231036054,0.0018133015279983913,0.17951405843898982,-0.00020007690572427709,-0.0001999137286640139,-1.631770602633304e-07,-0.00020007690572427709,0.000815571690658802,0.005697234321905054,0.10707456731908693,False,False,False
LHX8_hsa-miR-574-3p_18962,ENSG00000162624,LHX8,hsa-miR-574-3p,50,B12_numeric,29.91083438,Up-regulated,0.721988755,Up-regulated,Hypomethylated,-0.438134154,-0.04668982935992755,0.19669514108282327,-2.0168693612330427e-06,0.9966937675872232,-0.00020007690572427709,-0.00020017107301059477,9.416728631723684e-08,-0.00020007690572427709,-0.00047065545109442733,0.04658879119657289,0.07039579517579819,False,False,False
LHX8_hsa-miR-574-3p_18963,ENSG00000162624,LHX8,hsa-miR-574-3p,50,B12_numeric,29.91083438,Up-regulated,0.721988755,Up-regulated,Hypomethylated,-0.515227874,-0.04668982935992755,0.19669514108282327,-2.0168693612330427e-06,0.9966937675872232,-0.00020007690572427709,-0.00020017107301059477,9.416728631723684e-08,-0.00020007690572427709,-0.00047065545109442733,0.04658879119657289,0.07039579517579819,False,False,False
LHX8_hsa-miR-574-3p_18964,ENSG00000162624,LHX8,hsa-miR-574-3p,50,B12_numeric,29.91083438,Up-regulated,0.721988755,Up-regulated,Hypomethylated,-1.404394964,-0.04668982935992755,0.19669514108282327,-2.0168693612330427e-06,0.9966937675872232,-0.00020007690572427709,-0.00020017107301059477,9.416728631723684e-08,-0.00020007690572427709,-0.00047065545109442733,0.04658879119657289,0.07039579517579819,False,False,False
LHX8_novel_1090_18962,ENSG00000162624,LHX8,novel_1090,50,B12_numeric,29.91083438,Up-regulated,-10.8448253,Down-regulated,Hypomethylated,-0.438134154,0.00014670546050923094,0.0020359138995331705,0.026165994700166218,0.941254323306445,-0.00020007690572427709,-0.00020391560002644586,3.838694302169981e-06,-0.00020007690572427709,-0.019186093908609456,0.19644117203949096,0.07048660599935197,True,False,False
LHX8_novel_1090_18963,ENSG00000162624,LHX8,novel_1090,50,B12_numeric,29.91083438,Up-regulated,-10.8448253,Down-regulated,Hypomethylated,-0.515227874,0.00014670546050923094,0.0020359138995331705,0.026165994700166218,0.941254323306445,-0.00020007690572427709,-0.00020391560002644586,3.838694302169981e-06,-0.00020007690572427709,-0.019186093908609456,0.19644117203949096,0.07048660599935197,True,False,False
LHX8_novel_1090_18964,ENSG00000162624,LHX8,novel_1090,50,B12_numeric,29.91083438,Up-regulated,-10.8448253,Down-regulated,Hypomethylated,-1.404394964,0.00014670546050923094,0.0020359138995331705,0.026165994700166218,0.941254323306445,-0.00020007690572427709,-0.00020391560002644586,3.838694302169981e-06,-0.00020007690572427709,-0.019186093908609456,0.19644117203949096,0.07048660599935197,True,False,False
LHX8_hsa-miR-519d-5p_18962,ENSG00000162624,LHX8,hsa-miR-519d-5p,50,B12_numeric,29.91083438,Up-regulated,-0.486076572,Down-regulated,Hypomethylated,-0.438134154,0.010520342117473321,0.47131953286002437,0.0019425461395689543,0.098611508569453,-0.00020007690572427709,-0.00022051315569151963,2.0436249967242477e-05,-0.00020007690572427709,-0.10214197332402451,0.055107847927323816,0.12278847135198812,False,False,False
LHX8_hsa-miR-519d-5p_18963,ENSG00000162624,LHX8,hsa-miR-519d-5p,50,B12_numeric,29.91083438,Up-regulated,-0.486076572,Down-regulated,Hypomethylated,-0.515227874,0.010520342117473321,0.47131953286002437,0.0019425461395689543,0.098611508569453,-0.00020007690572427709,-0.00022051315569151963,2.0436249967242477e-05,-0.00020007690572427709,-0.10214197332402451,0.055107847927323816,0.12278847135198812,False,False,False
LHX8_hsa-miR-519d-5p_18964,ENSG00000162624,LHX8,hsa-miR-519d-5p,50,B12_numeric,29.91083438,Up-regulated,-0.486076572,Down-regulated,Hypomethylated,-1.404394964,0.010520342117473321,0.47131953286002437,0.0019425461395689543,0.098611508569453,-0.00020007690572427709,-0.00022051315569151963,2.0436249967242477e-05,-0.00020007690572427709,-0.10214197332402451,0.055107847927323816,0.12278847135198812,False,False,False
LHX8_hsa-miR-1299_18962,ENSG00000162624,LHX8,hsa-miR-1299,50,B12_numeric,29.91083438,Up-regulated,-1.857076456,Down-regulated,Hypomethylated,-0.438134154,0.07474395067665185,0.16352726396791661,-0.00030850672308191737,0.3342418774328275,-0.00020007690572427709,-0.00017701789443082714,-2.3059011293450323e-05,-0.00020007690572427709,0.11525073925937056,0.09104880158672124,0.0879472257458428,False,False,False
LHX8_hsa-miR-1299_18963,ENSG00000162624,LHX8,hsa-miR-1299,50,B12_numeric,29.91083438,Up-regulated,-1.857076456,Down-regulated,Hypomethylated,-0.515227874,0.07474395067665185,0.16352726396791661,-0.00030850672308191737,0.3342418774328275,-0.00020007690572427709,-0.00017701789443082714,-2.3059011293450323e-05,-0.00020007690572427709,0.11525073925937056,0.09104880158672124,0.0879472257458428,False,False,False
LHX8_hsa-miR-1299_18964,ENSG00000162624,LHX8,hsa-miR-1299,50,B12_numeric,29.91083438,Up-regulated,-1.857076456,Down-regulated,Hypomethylated,-1.404394964,0.07474395067665185,0.16352726396791661,-0.00030850672308191737,0.3342418774328275,-0.00020007690572427709,-0.00017701789443082714,-2.3059011293450323e-05,-0.00020007690572427709,0.11525073925937056,0.09104880158672124,0.0879472257458428,False,False,False
LHX8_hsa-miR-4784_18962,ENSG00000162624,LHX8,hsa-miR-4784,50,B12_numeric,29.91083438,Up-regulated,10.3587968,Up-regulated,Hypomethylated,-0.438134154,-1.5656501717149377e-05,0.9054245898410238,-0.007875978020313586,0.9522864157169117,-0.00020007690572427709,-0.0002002002159876752,1.233102633992704e-07,-0.00020007690572427709,-0.0006163143264980436,0.057224466761569226,0.07046595916152576,False,False,False
LHX8_hsa-miR-4784_18963,ENSG00000162624,LHX8,hsa-miR-4784,50,B12_numeric,29.91083438,Up-regulated,10.3587968,Up-regulated,Hypomethylated,-0.515227874,-1.5656501717149377e-05,0.9054245898410238,-0.007875978020313586,0.9522864157169117,-0.00020007690572427709,-0.0002002002159876752,1.233102633992704e-07,-0.00020007690572427709,-0.0006163143264980436,0.057224466761569226,0.07046595916152576,False,False,False
