Triplet_ID,Gene_Ensembl_ID,Gene_Symbol,miRNA_Name,Sample_Size,B12_Variable_Used,Target_log2FC,Target_Direction,miRNA_log2FC,miRNA_Direction,Methylation_Direction,Methylation_Value,Path_a,Path_a_pvalue,Path_b,Path_b_pvalue,Path_c,Path_c_prime,ACME,Total_Effect,Proportion_Mediated,R2_Mediator,R2_Outcome,Path_a_Significant,Path_b_Significant,Mediation_Significant
LHX8_hsa-miR-1246_18962,ENSG00000162624,LHX8,hsa-miR-1246,50,B12_numeric,29.91083438,Up-regulated,0.653846233,Up-regulated,Hypomethylated,-0.438134154,-0.004422566900559849,0.02332646347880596,0.0005894949029788543,0.9476831930117386,-0.00020007690572427709,-0.0001974698250783359,-2.6070806459630205e-06,-0.00020007690572427709,0.013030392670885257,0.09141178673961492,0.07047716527223014,True,False,False
LHX8_hsa-miR-1246_18963,ENSG00000162624,LHX8,hsa-miR-1246,50,B12_numeric,29.91083438,Up-regulated,0.653846233,Up-regulated,Hypomethylated,-0.515227874,-0.004422566900559849,0.02332646347880596,0.0005894949029788543,0.9476831930117386,-0.00020007690572427709,-0.0001974698250783359,-2.6070806459630205e-06,-0.00020007690572427709,0.013030392670885257,0.09141178673961492,0.07047716527223014,True,False,False
LHX8_hsa-miR-1246_18964,ENSG00000162624,LHX8,hsa-miR-1246,50,B12_numeric,29.91083438,Up-regulated,0.653846233,Up-regulated,Hypomethylated,-1.404394964,-0.004422566900559849,0.02332646347880596,0.0005894949029788543,0.9476831930117386,-0.00020007690572427709,-0.0001974698250783359,-2.6070806459630205e-06,-0.00020007690572427709,0.013030392670885257,0.09141178673961492,0.07047716527223014,True,False,False
LHX8_hsa-miR-93-3p_18962,ENSG00000162624,LHX8,hsa-miR-93-3p,50,B12_numeric,29.91083438,Up-regulated,-0.511815825,Down-regulated,Hypomethylated,-0.438134154,0.005571856598997116,0.06000078547817789,0.00020606274387231262,0.9721066145060717,-0.00020007690572427709,-0.00020122505778352942,1.1481520592523975e-06,-0.00020007690572427709,-0.005738553658135079,0.08131121059581337,0.07041891567220304,False,False,False
LHX8_hsa-miR-93-3p_18963,ENSG00000162624,LHX8,hsa-miR-93-3p,50,B12_numeric,29.91083438,Up-regulated,-0.511815825,Down-regulated,Hypomethylated,-0.515227874,0.005571856598997116,0.06000078547817789,0.00020606274387231262,0.9721066145060717,-0.00020007690572427709,-0.00020122505778352942,1.1481520592523975e-06,-0.00020007690572427709,-0.005738553658135079,0.08131121059581337,0.07041891567220304,False,False,False
LHX8_hsa-miR-93-3p_18964,ENSG00000162624,LHX8,hsa-miR-93-3p,50,B12_numeric,29.91083438,Up-regulated,-0.511815825,Down-regulated,Hypomethylated,-1.404394964,0.005571856598997116,0.06000078547817789,0.00020606274387231262,0.9721066145060717,-0.00020007690572427709,-0.00020122505778352942,1.1481520592523975e-06,-0.00020007690572427709,-0.005738553658135079,0.08131121059581337,0.07041891567220304,False,False,False
LHX8_hsa-miR-27a-5p_18962,ENSG00000162624,LHX8,hsa-miR-27a-5p,50,B12_numeric,29.91083438,Up-regulated,-0.75717096,Down-regulated,Hypomethylated,-0.438134154,0.42472467380656753,0.16463266605420657,-7.915683011374449e-05,0.1668060670473266,-0.00020007690572427709,-0.00016645704687465532,-3.3619858849622013e-05,-0.00020007690572427709,0.16803468010422465,0.04184288126527014,0.10790631844243492,False,False,False
LHX8_hsa-miR-27a-5p_18963,ENSG00000162624,LHX8,hsa-miR-27a-5p,50,B12_numeric,29.91083438,Up-regulated,-0.75717096,Down-regulated,Hypomethylated,-0.515227874,0.42472467380656753,0.16463266605420657,-7.915683011374449e-05,0.1668060670473266,-0.00020007690572427709,-0.00016645704687465532,-3.3619858849622013e-05,-0.00020007690572427709,0.16803468010422465,0.04184288126527014,0.10790631844243492,False,False,False
LHX8_hsa-miR-27a-5p_18964,ENSG00000162624,LHX8,hsa-miR-27a-5p,50,B12_numeric,29.91083438,Up-regulated,-0.75717096,Down-regulated,Hypomethylated,-1.404394964,0.42472467380656753,0.16463266605420657,-7.915683011374449e-05,0.1668060670473266,-0.00020007690572427709,-0.00016645704687465532,-3.3619858849622013e-05,-0.00020007690572427709,0.16803468010422465,0.04184288126527014,0.10790631844243492,False,False,False
LHX8_hsa-miR-195-5p_18962,ENSG00000162624,LHX8,hsa-miR-195-5p,50,B12_numeric,29.91083438,Up-regulated,0.615927261,Up-regulated,Hypomethylated,-0.438134154,-0.06701618387565228,0.02383009711764461,0.002185792881588651,5.044105351625916e-05,-0.00020007690572427709,-5.359340805764006e-05,-0.00014648349766663686,-0.00020007690572427709,0.7321359611013953,0.13049929124528437,0.3303370248451959,True,True,True
LHX8_hsa-miR-195-5p_18963,ENSG00000162624,LHX8,hsa-miR-195-5p,50,B12_numeric,29.91083438,Up-regulated,0.615927261,Up-regulated,Hypomethylated,-0.515227874,-0.06701618387565228,0.02383009711764461,0.002185792881588651,5.044105351625916e-05,-0.00020007690572427709,-5.359340805764006e-05,-0.00014648349766663686,-0.00020007690572427709,0.7321359611013953,0.13049929124528437,0.3303370248451959,True,True,True
LHX8_hsa-miR-195-5p_18964,ENSG00000162624,LHX8,hsa-miR-195-5p,50,B12_numeric,29.91083438,Up-regulated,0.615927261,Up-regulated,Hypomethylated,-1.404394964,-0.06701618387565228,0.02383009711764461,0.002185792881588651,5.044105351625916e-05,-0.00020007690572427709,-5.359340805764006e-05,-0.00014648349766663686,-0.00020007690572427709,0.7321359611013953,0.13049929124528437,0.3303370248451959,True,True,True
LHX8_hsa-miR-138-5p_18962,ENSG00000162624,LHX8,hsa-miR-138-5p,50,B12_numeric,29.91083438,Up-regulated,-0.88475238,Down-regulated,Hypomethylated,-0.438134154,0.006091001917486604,0.24200893673779444,0.003446700840806012,0.3090504279884394,-0.00020007690572427709,-0.00022107076715462926,2.099386143035211e-05,-0.00020007690572427709,-0.10492895896382679,0.028758739766623354,0.09115909309502757,False,False,False
LHX8_hsa-miR-138-5p_18963,ENSG00000162624,LHX8,hsa-miR-138-5p,50,B12_numeric,29.91083438,Up-regulated,-0.88475238,Down-regulated,Hypomethylated,-0.515227874,0.006091001917486604,0.24200893673779444,0.003446700840806012,0.3090504279884394,-0.00020007690572427709,-0.00022107076715462926,2.099386143035211e-05,-0.00020007690572427709,-0.10492895896382679,0.028758739766623354,0.09115909309502757,False,False,False
LHX8_hsa-miR-138-5p_18964,ENSG00000162624,LHX8,hsa-miR-138-5p,50,B12_numeric,29.91083438,Up-regulated,-0.88475238,Down-regulated,Hypomethylated,-1.404394964,0.006091001917486604,0.24200893673779444,0.003446700840806012,0.3090504279884394,-0.00020007690572427709,-0.00022107076715462926,2.099386143035211e-05,-0.00020007690572427709,-0.10492895896382679,0.028758739766623354,0.09115909309502757,False,False,False
LHX8_hsa-miR-4713-3p_18962,ENSG00000162624,LHX8,hsa-miR-4713-3p,50,B12_numeric,29.91083438,Up-regulated,-0.528231878,Down-regulated,Hypomethylated,-0.438134154,0.006420795200794613,0.08273427426911062,-0.001961233458526483,0.6803630313481006,-0.00020007690572427709,-0.00018748422734613237,-1.2592678378144663e-05,-0.00020007690572427709,0.06293918997077273,0.05743686450629382,0.07373135573646972,False,False,False
LHX8_hsa-miR-4713-3p_18963,ENSG00000162624,LHX8,hsa-miR-4713-3p,50,B12_numeric,29.91083438,Up-regulated,-0.528231878,Down-regulated,Hypomethylated,-0.515227874,0.006420795200794613,0.08273427426911062,-0.001961233458526483,0.6803630313481006,-0.00020007690572427709,-0.00018748422734613237,-1.2592678378144663e-05,-0.00020007690572427709,0.06293918997077273,0.05743686450629382,0.07373135573646972,False,False,False
LHX8_hsa-miR-4713-3p_18964,ENSG00000162624,LHX8,hsa-miR-4713-3p,50,B12_numeric,29.91083438,Up-regulated,-0.528231878,Down-regulated,Hypomethylated,-1.404394964,0.006420795200794613,0.08273427426911062,-0.001961233458526483,0.6803630313481006,-0.00020007690572427709,-0.00018748422734613237,-1.2592678378144663e-05,-0.00020007690572427709,0.06293918997077273,0.05743686450629382,0.07373135573646972,False,False,False
LHX8_hsa-miR-18b-5p_18962,ENSG00000162624,LHX8,hsa-miR-18b-5p,50,B12_numeric,29.91083438,Up-regulated,1.134318306,Up-regulated,Hypomethylated,-0.438134154,-0.0007121915452320643,0.054679645997550264,0.14838400533510562,0.0009011172261315092,-0.00020007690572427709,-9.439907167694417e-05,-0.00010567783404733174,-0.00020007690572427709,0.5281860675762586,0.08477719934900507,0.2605186956737865,False,True,False
LHX8_hsa-miR-18b-5p_18963,ENSG00000162624,LHX8,hsa-miR-18b-5p,50,B12_numeric,29.91083438,Up-regulated,1.134318306,Up-regulated,Hypomethylated,-0.515227874,-0.0007121915452320643,0.054679645997550264,0.14838400533510562,0.0009011172261315092,-0.00020007690572427709,-9.439907167694417e-05,-0.00010567783404733174,-0.00020007690572427709,0.5281860675762586,0.08477719934900507,0.2605186956737865,False,True,False
LHX8_hsa-miR-18b-5p_18964,ENSG00000162624,LHX8,hsa-miR-18b-5p,50,B12_numeric,29.91083438,Up-regulated,1.134318306,Up-regulated,Hypomethylated,-1.404394964,-0.0007121915452320643,0.054679645997550264,0.14838400533510562,0.0009011172261315092,-0.00020007690572427709,-9.439907167694417e-05,-0.00010567783404733174,-0.00020007690572427709,0.5281860675762586,0.08477719934900507,0.2605186956737865,False,True,False
LHX8_hsa-miR-365a-5p_18962,ENSG00000162624,LHX8,hsa-miR-365a-5p,50,B12_numeric,29.91083438,Up-regulated,-0.712603493,Down-regulated,Hypomethylated,-0.438134154,0.04678004315297858,0.27308182018323346,-0.00044435306110102266,0.27433566470715665,-0.00020007690572427709,-0.00017929005035081306,-2.0786855373463968e-05,-0.00020007690572427709,0.10389432652517135,0.05779224234939051,0.09363567055384114,False,False,False
LHX8_hsa-miR-365a-5p_18963,ENSG00000162624,LHX8,hsa-miR-365a-5p,50,B12_numeric,29.91083438,Up-regulated,-0.712603493,Down-regulated,Hypomethylated,-0.515227874,0.04678004315297858,0.27308182018323346,-0.00044435306110102266,0.27433566470715665,-0.00020007690572427709,-0.00017929005035081306,-2.0786855373463968e-05,-0.00020007690572427709,0.10389432652517135,0.05779224234939051,0.09363567055384114,False,False,False
LHX8_hsa-miR-365a-5p_18964,ENSG00000162624,LHX8,hsa-miR-365a-5p,50,B12_numeric,29.91083438,Up-regulated,-0.712603493,Down-regulated,Hypomethylated,-1.404394964,0.04678004315297858,0.27308182018323346,-0.00044435306110102266,0.27433566470715665,-0.00020007690572427709,-0.00017929005035081306,-2.0786855373463968e-05,-0.00020007690572427709,0.10389432652517135,0.05779224234939051,0.09363567055384114,False,False,False
LHX8_hsa-miR-548am-3p_18962,ENSG00000162624,LHX8,hsa-miR-548am-3p,50,B12_numeric,29.91083438,Up-regulated,1.084584759,Up-regulated,Hypomethylated,-0.438134154,-0.00046361201185381005,0.14607906146670002,0.11413100989747463,0.03247705161987824,-0.00020007690572427709,-0.00014716439861080032,-5.291250711347532e-05,-0.00020007690572427709,0.2644608428040827,0.07291749505690925,0.15515408789044594,False,True,False
LHX8_hsa-miR-548am-3p_18963,ENSG00000162624,LHX8,hsa-miR-548am-3p,50,B12_numeric,29.91083438,Up-regulated,1.084584759,Up-regulated,Hypomethylated,-0.515227874,-0.00046361201185381005,0.14607906146670002,0.11413100989747463,0.03247705161987824,-0.00020007690572427709,-0.00014716439861080032,-5.291250711347532e-05,-0.00020007690572427709,0.2644608428040827,0.07291749505690925,0.15515408789044594,False,True,False
LHX8_hsa-miR-548am-3p_18964,ENSG00000162624,LHX8,hsa-miR-548am-3p,50,B12_numeric,29.91083438,Up-regulated,1.084584759,Up-regulated,Hypomethylated,-1.404394964,-0.00046361201185381005,0.14607906146670002,0.11413100989747463,0.03247705161987824,-0.00020007690572427709,-0.00014716439861080032,-5.291250711347532e-05,-0.00020007690572427709,0.2644608428040827,0.07291749505690925,0.15515408789044594,False,True,False
LHX8_hsa-miR-5708_18962,ENSG00000162624,LHX8,hsa-miR-5708,50,B12_numeric,29.91083438,Up-regulated,-1.843974018,Down-regulated,Hypomethylated,-0.438134154,0.00016009661834487954,0.29253828720283526,-0.12168984979893789,0.2868789150013942,-0.00020007690572427709,-0.00018059477228456945,-1.9482133439706276e-05,-0.00020007690572427709,0.09737322440679039,0.054128845944679926,0.0925516817599592,False,False,False
LHX8_hsa-miR-5708_18963,ENSG00000162624,LHX8,hsa-miR-5708,50,B12_numeric,29.91083438,Up-regulated,-1.843974018,Down-regulated,Hypomethylated,-0.515227874,0.00016009661834487954,0.29253828720283526,-0.12168984979893789,0.2868789150013942,-0.00020007690572427709,-0.00018059477228456945,-1.9482133439706276e-05,-0.00020007690572427709,0.09737322440679039,0.054128845944679926,0.0925516817599592,False,False,False
LHX8_hsa-miR-5708_18964,ENSG00000162624,LHX8,hsa-miR-5708,50,B12_numeric,29.91083438,Up-regulated,-1.843974018,Down-regulated,Hypomethylated,-1.404394964,0.00016009661834487954,0.29253828720283526,-0.12168984979893789,0.2868789150013942,-0.00020007690572427709,-0.00018059477228456945,-1.9482133439706276e-05,-0.00020007690572427709,0.09737322440679039,0.054128845944679926,0.0925516817599592,False,False,False
LHX8_hsa-miR-1302_18962,ENSG00000162624,LHX8,hsa-miR-1302,50,B12_numeric,29.91083438,Up-regulated,-1.260504314,Down-regulated,Hypomethylated,-0.438134154,0.0004983879335101675,0.016412077866642116,-0.07244309915229376,0.38559357955829965,-0.00020007690572427709,-0.00016397213924069202,-3.610476648358385e-05,-0.00020007690572427709,0.1804544425199142,0.10992104742874187,0.08429949972566375,True,False,False
LHX8_hsa-miR-1302_18963,ENSG00000162624,LHX8,hsa-miR-1302,50,B12_numeric,29.91083438,Up-regulated,-1.260504314,Down-regulated,Hypomethylated,-0.515227874,0.0004983879335101675,0.016412077866642116,-0.07244309915229376,0.38559357955829965,-0.00020007690572427709,-0.00016397213924069202,-3.610476648358385e-05,-0.00020007690572427709,0.1804544425199142,0.10992104742874187,0.08429949972566375,True,False,False
LHX8_hsa-miR-1302_18964,ENSG00000162624,LHX8,hsa-miR-1302,50,B12_numeric,29.91083438,Up-regulated,-1.260504314,Down-regulated,Hypomethylated,-1.404394964,0.0004983879335101675,0.016412077866642116,-0.07244309915229376,0.38559357955829965,-0.00020007690572427709,-0.00016397213924069202,-3.610476648358385e-05,-0.00020007690572427709,0.1804544425199142,0.10992104742874187,0.08429949972566375,True,False,False
LHX8_hsa-miR-214-3p_18962,ENSG00000162624,LHX8,hsa-miR-214-3p,50,B12_numeric,29.91083438,Up-regulated,0.631924396,Up-regulated,Hypomethylated,-0.438134154,-0.018855690645445358,0.07345108413142531,0.005377997730809918,0.00058491866743271,-0.00020007690572427709,-9.867104422021812e-05,-0.00010140586150405892,-0.00020007690572427709,0.5068344151813542,0.08281388746659235,0.27319755777902544,False,True,False
