Triplet_ID,Gene_Ensembl_ID,Gene_Symbol,miRNA_Name,DMR_Index,Target_log2FC,Target_Direction,Target_padj,miRNA_log2FC,miRNA_Direction,miRNA_padj,Methylation_Direction,Methylation_Value,DMR_pvalue,DMR_qvalue
HIGD2B_hsa-miR-3679-3p_25371,ENSG00000175202,HIGD2B,hsa-miR-3679-3p,25371,-22.52342235,Down-regulated,1.63e-05,1.683946556,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-3679-3p_25372,ENSG00000175202,HIGD2B,hsa-miR-3679-3p,25372,-22.52342235,Down-regulated,1.63e-05,1.683946556,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-3679-3p_25373,ENSG00000175202,HIGD2B,hsa-miR-3679-3p,25373,-22.52342235,Down-regulated,1.63e-05,1.683946556,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-4664-5p_25371,ENSG00000175202,HIGD2B,hsa-miR-4664-5p,25371,-22.52342235,Down-regulated,1.63e-05,2.593041989,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-4664-5p_25372,ENSG00000175202,HIGD2B,hsa-miR-4664-5p,25372,-22.52342235,Down-regulated,1.63e-05,2.593041989,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-4664-5p_25373,ENSG00000175202,HIGD2B,hsa-miR-4664-5p,25373,-22.52342235,Down-regulated,1.63e-05,2.593041989,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-151b_25371,ENSG00000175202,HIGD2B,hsa-miR-151b,25371,-22.52342235,Down-regulated,1.63e-05,0.578626618,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-151b_25372,ENSG00000175202,HIGD2B,hsa-miR-151b,25372,-22.52342235,Down-regulated,1.63e-05,0.578626618,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-151b_25373,ENSG00000175202,HIGD2B,hsa-miR-151b,25373,-22.52342235,Down-regulated,1.63e-05,0.578626618,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-32-3p_25371,ENSG00000175202,HIGD2B,hsa-miR-32-3p,25371,-22.52342235,Down-regulated,1.63e-05,0.537984795,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-32-3p_25372,ENSG00000175202,HIGD2B,hsa-miR-32-3p,25372,-22.52342235,Down-regulated,1.63e-05,0.537984795,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-32-3p_25373,ENSG00000175202,HIGD2B,hsa-miR-32-3p,25373,-22.52342235,Down-regulated,1.63e-05,0.537984795,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-3667-3p_25371,ENSG00000175202,HIGD2B,hsa-miR-3667-3p,25371,-22.52342235,Down-regulated,1.63e-05,2.095091267,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-3667-3p_25372,ENSG00000175202,HIGD2B,hsa-miR-3667-3p,25372,-22.52342235,Down-regulated,1.63e-05,2.095091267,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
HIGD2B_hsa-miR-3667-3p_25373,ENSG00000175202,HIGD2B,hsa-miR-3667-3p,25373,-22.52342235,Down-regulated,1.63e-05,2.095091267,Up-regulated,0.99990023,Hypermethylated,4.508038995,7.19119063875544e-16,1.49183077323404e-14
DEFB123_hsa-miR-6877-3p_65267,ENSG00000180424,DEFB123,hsa-miR-6877-3p,65267,21.3228098,Up-regulated,7.67e-05,30.0,Up-regulated,1.91e-10,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-1269a_65267,ENSG00000180424,DEFB123,hsa-miR-1269a,65267,21.3228098,Up-regulated,7.67e-05,3.199437988,Up-regulated,0.014516677,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_novel_594_65267,ENSG00000180424,DEFB123,novel_594,65267,21.3228098,Up-regulated,7.67e-05,-15.87845051,Down-regulated,0.057098973,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-223-3p_65267,ENSG00000180424,DEFB123,hsa-miR-223-3p,65267,21.3228098,Up-regulated,7.67e-05,0.58831944,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-373-3p_65267,ENSG00000180424,DEFB123,hsa-miR-373-3p,65267,21.3228098,Up-regulated,7.67e-05,-1.206470126,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-574-3p_65267,ENSG00000180424,DEFB123,hsa-miR-574-3p,65267,21.3228098,Up-regulated,7.67e-05,0.721988755,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_novel_1090_65267,ENSG00000180424,DEFB123,novel_1090,65267,21.3228098,Up-regulated,7.67e-05,-10.8448253,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-519d-5p_65267,ENSG00000180424,DEFB123,hsa-miR-519d-5p,65267,21.3228098,Up-regulated,7.67e-05,-0.486076572,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-1299_65267,ENSG00000180424,DEFB123,hsa-miR-1299,65267,21.3228098,Up-regulated,7.67e-05,-1.857076456,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-4784_65267,ENSG00000180424,DEFB123,hsa-miR-4784,65267,21.3228098,Up-regulated,7.67e-05,10.3587968,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-6859-5p_65267,ENSG00000180424,DEFB123,hsa-miR-6859-5p,65267,21.3228098,Up-regulated,7.67e-05,1.477324365,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-548x-3p_65267,ENSG00000180424,DEFB123,hsa-miR-548x-3p,65267,21.3228098,Up-regulated,7.67e-05,4.15088442,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-1-3p_65267,ENSG00000180424,DEFB123,hsa-miR-1-3p,65267,21.3228098,Up-regulated,7.67e-05,0.58894478,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-3940-5p_65267,ENSG00000180424,DEFB123,hsa-miR-3940-5p,65267,21.3228098,Up-regulated,7.67e-05,-1.494997115,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-301b-3p_65267,ENSG00000180424,DEFB123,hsa-miR-301b-3p,65267,21.3228098,Up-regulated,7.67e-05,-0.736874531,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-450a-1-3p_65267,ENSG00000180424,DEFB123,hsa-miR-450a-1-3p,65267,21.3228098,Up-regulated,7.67e-05,0.839209771,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-320c_65267,ENSG00000180424,DEFB123,hsa-miR-320c,65267,21.3228098,Up-regulated,7.67e-05,0.798268304,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-497-5p_65267,ENSG00000180424,DEFB123,hsa-miR-497-5p,65267,21.3228098,Up-regulated,7.67e-05,0.473419716,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-5699-5p_65267,ENSG00000180424,DEFB123,hsa-miR-5699-5p,65267,21.3228098,Up-regulated,7.67e-05,1.290425782,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-576-5p_65267,ENSG00000180424,DEFB123,hsa-miR-576-5p,65267,21.3228098,Up-regulated,7.67e-05,-0.467290092,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_novel_517_65267,ENSG00000180424,DEFB123,novel_517,65267,21.3228098,Up-regulated,7.67e-05,9.2273688,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-134-3p_65267,ENSG00000180424,DEFB123,hsa-miR-134-3p,65267,21.3228098,Up-regulated,7.67e-05,0.954166603,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-1246_65267,ENSG00000180424,DEFB123,hsa-miR-1246,65267,21.3228098,Up-regulated,7.67e-05,0.653846233,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-93-3p_65267,ENSG00000180424,DEFB123,hsa-miR-93-3p,65267,21.3228098,Up-regulated,7.67e-05,-0.511815825,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-27a-5p_65267,ENSG00000180424,DEFB123,hsa-miR-27a-5p,65267,21.3228098,Up-regulated,7.67e-05,-0.75717096,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-195-5p_65267,ENSG00000180424,DEFB123,hsa-miR-195-5p,65267,21.3228098,Up-regulated,7.67e-05,0.615927261,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-138-5p_65267,ENSG00000180424,DEFB123,hsa-miR-138-5p,65267,21.3228098,Up-regulated,7.67e-05,-0.88475238,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-4713-3p_65267,ENSG00000180424,DEFB123,hsa-miR-4713-3p,65267,21.3228098,Up-regulated,7.67e-05,-0.528231878,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-18b-5p_65267,ENSG00000180424,DEFB123,hsa-miR-18b-5p,65267,21.3228098,Up-regulated,7.67e-05,1.134318306,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-365a-5p_65267,ENSG00000180424,DEFB123,hsa-miR-365a-5p,65267,21.3228098,Up-regulated,7.67e-05,-0.712603493,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-548am-3p_65267,ENSG00000180424,DEFB123,hsa-miR-548am-3p,65267,21.3228098,Up-regulated,7.67e-05,1.084584759,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-5708_65267,ENSG00000180424,DEFB123,hsa-miR-5708,65267,21.3228098,Up-regulated,7.67e-05,-1.843974018,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-1302_65267,ENSG00000180424,DEFB123,hsa-miR-1302,65267,21.3228098,Up-regulated,7.67e-05,-1.260504314,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-214-3p_65267,ENSG00000180424,DEFB123,hsa-miR-214-3p,65267,21.3228098,Up-regulated,7.67e-05,0.631924396,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-31-5p_65267,ENSG00000180424,DEFB123,hsa-miR-31-5p,65267,21.3228098,Up-regulated,7.67e-05,-0.485868578,Down-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-219b-3p_65267,ENSG00000180424,DEFB123,hsa-miR-219b-3p,65267,21.3228098,Up-regulated,7.67e-05,1.558595222,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-27b-5p_65267,ENSG00000180424,DEFB123,hsa-miR-27b-5p,65267,21.3228098,Up-regulated,7.67e-05,0.401218901,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-5683_65267,ENSG00000180424,DEFB123,hsa-miR-5683,65267,21.3228098,Up-regulated,7.67e-05,1.007457395,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-874-5p_65267,ENSG00000180424,DEFB123,hsa-miR-874-5p,65267,21.3228098,Up-regulated,7.67e-05,0.767462369,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-652-3p_65267,ENSG00000180424,DEFB123,hsa-miR-652-3p,65267,21.3228098,Up-regulated,7.67e-05,0.409673301,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_novel_1294_65267,ENSG00000180424,DEFB123,novel_1294,65267,21.3228098,Up-regulated,7.67e-05,2.038801482,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-3679-3p_65267,ENSG00000180424,DEFB123,hsa-miR-3679-3p,65267,21.3228098,Up-regulated,7.67e-05,1.683946556,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-4664-5p_65267,ENSG00000180424,DEFB123,hsa-miR-4664-5p,65267,21.3228098,Up-regulated,7.67e-05,2.593041989,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-151b_65267,ENSG00000180424,DEFB123,hsa-miR-151b,65267,21.3228098,Up-regulated,7.67e-05,0.578626618,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-32-3p_65267,ENSG00000180424,DEFB123,hsa-miR-32-3p,65267,21.3228098,Up-regulated,7.67e-05,0.537984795,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
DEFB123_hsa-miR-3667-3p_65267,ENSG00000180424,DEFB123,hsa-miR-3667-3p,65267,21.3228098,Up-regulated,7.67e-05,2.095091267,Up-regulated,0.99990023,Hypermethylated,4.006608769,4.543245143735089e-18,1.19620349016306e-16
CYP2C19_hsa-miR-6877-3p_58215,ENSG00000165841,CYP2C19,hsa-miR-6877-3p,58215,20.92404224,Up-regulated,0.000118001,30.0,Up-regulated,1.91e-10,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-6877-3p_158863,ENSG00000165841,CYP2C19,hsa-miR-6877-3p,158863,20.92404224,Up-regulated,0.000118001,30.0,Up-regulated,1.91e-10,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-6877-3p_330647,ENSG00000165841,CYP2C19,hsa-miR-6877-3p,330647,20.92404224,Up-regulated,0.000118001,30.0,Up-regulated,1.91e-10,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1269a_58215,ENSG00000165841,CYP2C19,hsa-miR-1269a,58215,20.92404224,Up-regulated,0.000118001,3.199437988,Up-regulated,0.014516677,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1269a_158863,ENSG00000165841,CYP2C19,hsa-miR-1269a,158863,20.92404224,Up-regulated,0.000118001,3.199437988,Up-regulated,0.014516677,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1269a_330647,ENSG00000165841,CYP2C19,hsa-miR-1269a,330647,20.92404224,Up-regulated,0.000118001,3.199437988,Up-regulated,0.014516677,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_novel_594_58215,ENSG00000165841,CYP2C19,novel_594,58215,20.92404224,Up-regulated,0.000118001,-15.87845051,Down-regulated,0.057098973,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_novel_594_158863,ENSG00000165841,CYP2C19,novel_594,158863,20.92404224,Up-regulated,0.000118001,-15.87845051,Down-regulated,0.057098973,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_novel_594_330647,ENSG00000165841,CYP2C19,novel_594,330647,20.92404224,Up-regulated,0.000118001,-15.87845051,Down-regulated,0.057098973,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-223-3p_58215,ENSG00000165841,CYP2C19,hsa-miR-223-3p,58215,20.92404224,Up-regulated,0.000118001,0.58831944,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-223-3p_158863,ENSG00000165841,CYP2C19,hsa-miR-223-3p,158863,20.92404224,Up-regulated,0.000118001,0.58831944,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-223-3p_330647,ENSG00000165841,CYP2C19,hsa-miR-223-3p,330647,20.92404224,Up-regulated,0.000118001,0.58831944,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-373-3p_58215,ENSG00000165841,CYP2C19,hsa-miR-373-3p,58215,20.92404224,Up-regulated,0.000118001,-1.206470126,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-373-3p_158863,ENSG00000165841,CYP2C19,hsa-miR-373-3p,158863,20.92404224,Up-regulated,0.000118001,-1.206470126,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-373-3p_330647,ENSG00000165841,CYP2C19,hsa-miR-373-3p,330647,20.92404224,Up-regulated,0.000118001,-1.206470126,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-574-3p_58215,ENSG00000165841,CYP2C19,hsa-miR-574-3p,58215,20.92404224,Up-regulated,0.000118001,0.721988755,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-574-3p_158863,ENSG00000165841,CYP2C19,hsa-miR-574-3p,158863,20.92404224,Up-regulated,0.000118001,0.721988755,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-574-3p_330647,ENSG00000165841,CYP2C19,hsa-miR-574-3p,330647,20.92404224,Up-regulated,0.000118001,0.721988755,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_novel_1090_58215,ENSG00000165841,CYP2C19,novel_1090,58215,20.92404224,Up-regulated,0.000118001,-10.8448253,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_novel_1090_158863,ENSG00000165841,CYP2C19,novel_1090,158863,20.92404224,Up-regulated,0.000118001,-10.8448253,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_novel_1090_330647,ENSG00000165841,CYP2C19,novel_1090,330647,20.92404224,Up-regulated,0.000118001,-10.8448253,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-519d-5p_58215,ENSG00000165841,CYP2C19,hsa-miR-519d-5p,58215,20.92404224,Up-regulated,0.000118001,-0.486076572,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-519d-5p_158863,ENSG00000165841,CYP2C19,hsa-miR-519d-5p,158863,20.92404224,Up-regulated,0.000118001,-0.486076572,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-519d-5p_330647,ENSG00000165841,CYP2C19,hsa-miR-519d-5p,330647,20.92404224,Up-regulated,0.000118001,-0.486076572,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1299_58215,ENSG00000165841,CYP2C19,hsa-miR-1299,58215,20.92404224,Up-regulated,0.000118001,-1.857076456,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1299_158863,ENSG00000165841,CYP2C19,hsa-miR-1299,158863,20.92404224,Up-regulated,0.000118001,-1.857076456,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1299_330647,ENSG00000165841,CYP2C19,hsa-miR-1299,330647,20.92404224,Up-regulated,0.000118001,-1.857076456,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-4784_58215,ENSG00000165841,CYP2C19,hsa-miR-4784,58215,20.92404224,Up-regulated,0.000118001,10.3587968,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-4784_158863,ENSG00000165841,CYP2C19,hsa-miR-4784,158863,20.92404224,Up-regulated,0.000118001,10.3587968,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-4784_330647,ENSG00000165841,CYP2C19,hsa-miR-4784,330647,20.92404224,Up-regulated,0.000118001,10.3587968,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-6859-5p_58215,ENSG00000165841,CYP2C19,hsa-miR-6859-5p,58215,20.92404224,Up-regulated,0.000118001,1.477324365,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-6859-5p_158863,ENSG00000165841,CYP2C19,hsa-miR-6859-5p,158863,20.92404224,Up-regulated,0.000118001,1.477324365,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-6859-5p_330647,ENSG00000165841,CYP2C19,hsa-miR-6859-5p,330647,20.92404224,Up-regulated,0.000118001,1.477324365,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-548x-3p_58215,ENSG00000165841,CYP2C19,hsa-miR-548x-3p,58215,20.92404224,Up-regulated,0.000118001,4.15088442,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-548x-3p_158863,ENSG00000165841,CYP2C19,hsa-miR-548x-3p,158863,20.92404224,Up-regulated,0.000118001,4.15088442,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-548x-3p_330647,ENSG00000165841,CYP2C19,hsa-miR-548x-3p,330647,20.92404224,Up-regulated,0.000118001,4.15088442,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1-3p_58215,ENSG00000165841,CYP2C19,hsa-miR-1-3p,58215,20.92404224,Up-regulated,0.000118001,0.58894478,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1-3p_158863,ENSG00000165841,CYP2C19,hsa-miR-1-3p,158863,20.92404224,Up-regulated,0.000118001,0.58894478,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-1-3p_330647,ENSG00000165841,CYP2C19,hsa-miR-1-3p,330647,20.92404224,Up-regulated,0.000118001,0.58894478,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-3940-5p_58215,ENSG00000165841,CYP2C19,hsa-miR-3940-5p,58215,20.92404224,Up-regulated,0.000118001,-1.494997115,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-3940-5p_158863,ENSG00000165841,CYP2C19,hsa-miR-3940-5p,158863,20.92404224,Up-regulated,0.000118001,-1.494997115,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-3940-5p_330647,ENSG00000165841,CYP2C19,hsa-miR-3940-5p,330647,20.92404224,Up-regulated,0.000118001,-1.494997115,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-301b-3p_58215,ENSG00000165841,CYP2C19,hsa-miR-301b-3p,58215,20.92404224,Up-regulated,0.000118001,-0.736874531,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-301b-3p_158863,ENSG00000165841,CYP2C19,hsa-miR-301b-3p,158863,20.92404224,Up-regulated,0.000118001,-0.736874531,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-301b-3p_330647,ENSG00000165841,CYP2C19,hsa-miR-301b-3p,330647,20.92404224,Up-regulated,0.000118001,-0.736874531,Down-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-450a-1-3p_58215,ENSG00000165841,CYP2C19,hsa-miR-450a-1-3p,58215,20.92404224,Up-regulated,0.000118001,0.839209771,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-450a-1-3p_158863,ENSG00000165841,CYP2C19,hsa-miR-450a-1-3p,158863,20.92404224,Up-regulated,0.000118001,0.839209771,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
CYP2C19_hsa-miR-450a-1-3p_330647,ENSG00000165841,CYP2C19,hsa-miR-450a-1-3p,330647,20.92404224,Up-regulated,0.000118001,0.839209771,Up-regulated,0.99990023,Hypomethylated,-0.787937443,1.19451931550943e-09,1.1042404270924e-08
