Triplet_ID,Gene_Ensembl_ID,Gene_Symbol,miRNA_Name,DMR_Index,Target_log2FC,Target_Direction,Target_padj,miRNA_log2FC,miRNA_Direction,miRNA_padj,Methylation_Direction,Methylation_Value,DMR_pvalue,DMR_qvalue
CGB7_hsa-miR-548x-3p_292266,ENSG00000196337,CGB7,hsa-miR-548x-3p,292266,-1.776255326,Down-regulated,0.016675677,4.15088442,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-548x-3p_292267,ENSG00000196337,CGB7,hsa-miR-548x-3p,292267,-1.776255326,Down-regulated,0.016675677,4.15088442,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-1-3p_292265,ENSG00000196337,CGB7,hsa-miR-1-3p,292265,-1.776255326,Down-regulated,0.016675677,0.58894478,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-1-3p_292266,ENSG00000196337,CGB7,hsa-miR-1-3p,292266,-1.776255326,Down-regulated,0.016675677,0.58894478,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-1-3p_292267,ENSG00000196337,CGB7,hsa-miR-1-3p,292267,-1.776255326,Down-regulated,0.016675677,0.58894478,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-3940-5p_292265,ENSG00000196337,CGB7,hsa-miR-3940-5p,292265,-1.776255326,Down-regulated,0.016675677,-1.494997115,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-3940-5p_292266,ENSG00000196337,CGB7,hsa-miR-3940-5p,292266,-1.776255326,Down-regulated,0.016675677,-1.494997115,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-3940-5p_292267,ENSG00000196337,CGB7,hsa-miR-3940-5p,292267,-1.776255326,Down-regulated,0.016675677,-1.494997115,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-301b-3p_292265,ENSG00000196337,CGB7,hsa-miR-301b-3p,292265,-1.776255326,Down-regulated,0.016675677,-0.736874531,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-301b-3p_292266,ENSG00000196337,CGB7,hsa-miR-301b-3p,292266,-1.776255326,Down-regulated,0.016675677,-0.736874531,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-301b-3p_292267,ENSG00000196337,CGB7,hsa-miR-301b-3p,292267,-1.776255326,Down-regulated,0.016675677,-0.736874531,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-450a-1-3p_292265,ENSG00000196337,CGB7,hsa-miR-450a-1-3p,292265,-1.776255326,Down-regulated,0.016675677,0.839209771,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-450a-1-3p_292266,ENSG00000196337,CGB7,hsa-miR-450a-1-3p,292266,-1.776255326,Down-regulated,0.016675677,0.839209771,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-450a-1-3p_292267,ENSG00000196337,CGB7,hsa-miR-450a-1-3p,292267,-1.776255326,Down-regulated,0.016675677,0.839209771,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-320c_292265,ENSG00000196337,CGB7,hsa-miR-320c,292265,-1.776255326,Down-regulated,0.016675677,0.798268304,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-320c_292266,ENSG00000196337,CGB7,hsa-miR-320c,292266,-1.776255326,Down-regulated,0.016675677,0.798268304,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-320c_292267,ENSG00000196337,CGB7,hsa-miR-320c,292267,-1.776255326,Down-regulated,0.016675677,0.798268304,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-497-5p_292265,ENSG00000196337,CGB7,hsa-miR-497-5p,292265,-1.776255326,Down-regulated,0.016675677,0.473419716,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-497-5p_292266,ENSG00000196337,CGB7,hsa-miR-497-5p,292266,-1.776255326,Down-regulated,0.016675677,0.473419716,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-497-5p_292267,ENSG00000196337,CGB7,hsa-miR-497-5p,292267,-1.776255326,Down-regulated,0.016675677,0.473419716,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-5699-5p_292265,ENSG00000196337,CGB7,hsa-miR-5699-5p,292265,-1.776255326,Down-regulated,0.016675677,1.290425782,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-5699-5p_292266,ENSG00000196337,CGB7,hsa-miR-5699-5p,292266,-1.776255326,Down-regulated,0.016675677,1.290425782,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-5699-5p_292267,ENSG00000196337,CGB7,hsa-miR-5699-5p,292267,-1.776255326,Down-regulated,0.016675677,1.290425782,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-576-5p_292265,ENSG00000196337,CGB7,hsa-miR-576-5p,292265,-1.776255326,Down-regulated,0.016675677,-0.467290092,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-576-5p_292266,ENSG00000196337,CGB7,hsa-miR-576-5p,292266,-1.776255326,Down-regulated,0.016675677,-0.467290092,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-576-5p_292267,ENSG00000196337,CGB7,hsa-miR-576-5p,292267,-1.776255326,Down-regulated,0.016675677,-0.467290092,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_novel_517_292265,ENSG00000196337,CGB7,novel_517,292265,-1.776255326,Down-regulated,0.016675677,9.2273688,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_novel_517_292266,ENSG00000196337,CGB7,novel_517,292266,-1.776255326,Down-regulated,0.016675677,9.2273688,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_novel_517_292267,ENSG00000196337,CGB7,novel_517,292267,-1.776255326,Down-regulated,0.016675677,9.2273688,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-134-3p_292265,ENSG00000196337,CGB7,hsa-miR-134-3p,292265,-1.776255326,Down-regulated,0.016675677,0.954166603,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-134-3p_292266,ENSG00000196337,CGB7,hsa-miR-134-3p,292266,-1.776255326,Down-regulated,0.016675677,0.954166603,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-134-3p_292267,ENSG00000196337,CGB7,hsa-miR-134-3p,292267,-1.776255326,Down-regulated,0.016675677,0.954166603,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-1246_292265,ENSG00000196337,CGB7,hsa-miR-1246,292265,-1.776255326,Down-regulated,0.016675677,0.653846233,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-1246_292266,ENSG00000196337,CGB7,hsa-miR-1246,292266,-1.776255326,Down-regulated,0.016675677,0.653846233,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-1246_292267,ENSG00000196337,CGB7,hsa-miR-1246,292267,-1.776255326,Down-regulated,0.016675677,0.653846233,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-93-3p_292265,ENSG00000196337,CGB7,hsa-miR-93-3p,292265,-1.776255326,Down-regulated,0.016675677,-0.511815825,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-93-3p_292266,ENSG00000196337,CGB7,hsa-miR-93-3p,292266,-1.776255326,Down-regulated,0.016675677,-0.511815825,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-93-3p_292267,ENSG00000196337,CGB7,hsa-miR-93-3p,292267,-1.776255326,Down-regulated,0.016675677,-0.511815825,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-27a-5p_292265,ENSG00000196337,CGB7,hsa-miR-27a-5p,292265,-1.776255326,Down-regulated,0.016675677,-0.75717096,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-27a-5p_292266,ENSG00000196337,CGB7,hsa-miR-27a-5p,292266,-1.776255326,Down-regulated,0.016675677,-0.75717096,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-27a-5p_292267,ENSG00000196337,CGB7,hsa-miR-27a-5p,292267,-1.776255326,Down-regulated,0.016675677,-0.75717096,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-195-5p_292265,ENSG00000196337,CGB7,hsa-miR-195-5p,292265,-1.776255326,Down-regulated,0.016675677,0.615927261,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-195-5p_292266,ENSG00000196337,CGB7,hsa-miR-195-5p,292266,-1.776255326,Down-regulated,0.016675677,0.615927261,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-195-5p_292267,ENSG00000196337,CGB7,hsa-miR-195-5p,292267,-1.776255326,Down-regulated,0.016675677,0.615927261,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-138-5p_292265,ENSG00000196337,CGB7,hsa-miR-138-5p,292265,-1.776255326,Down-regulated,0.016675677,-0.88475238,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-138-5p_292266,ENSG00000196337,CGB7,hsa-miR-138-5p,292266,-1.776255326,Down-regulated,0.016675677,-0.88475238,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-138-5p_292267,ENSG00000196337,CGB7,hsa-miR-138-5p,292267,-1.776255326,Down-regulated,0.016675677,-0.88475238,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-4713-3p_292265,ENSG00000196337,CGB7,hsa-miR-4713-3p,292265,-1.776255326,Down-regulated,0.016675677,-0.528231878,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-4713-3p_292266,ENSG00000196337,CGB7,hsa-miR-4713-3p,292266,-1.776255326,Down-regulated,0.016675677,-0.528231878,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-4713-3p_292267,ENSG00000196337,CGB7,hsa-miR-4713-3p,292267,-1.776255326,Down-regulated,0.016675677,-0.528231878,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-18b-5p_292265,ENSG00000196337,CGB7,hsa-miR-18b-5p,292265,-1.776255326,Down-regulated,0.016675677,1.134318306,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-18b-5p_292266,ENSG00000196337,CGB7,hsa-miR-18b-5p,292266,-1.776255326,Down-regulated,0.016675677,1.134318306,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-18b-5p_292267,ENSG00000196337,CGB7,hsa-miR-18b-5p,292267,-1.776255326,Down-regulated,0.016675677,1.134318306,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-365a-5p_292265,ENSG00000196337,CGB7,hsa-miR-365a-5p,292265,-1.776255326,Down-regulated,0.016675677,-0.712603493,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-365a-5p_292266,ENSG00000196337,CGB7,hsa-miR-365a-5p,292266,-1.776255326,Down-regulated,0.016675677,-0.712603493,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-365a-5p_292267,ENSG00000196337,CGB7,hsa-miR-365a-5p,292267,-1.776255326,Down-regulated,0.016675677,-0.712603493,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-548am-3p_292265,ENSG00000196337,CGB7,hsa-miR-548am-3p,292265,-1.776255326,Down-regulated,0.016675677,1.084584759,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-548am-3p_292266,ENSG00000196337,CGB7,hsa-miR-548am-3p,292266,-1.776255326,Down-regulated,0.016675677,1.084584759,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-548am-3p_292267,ENSG00000196337,CGB7,hsa-miR-548am-3p,292267,-1.776255326,Down-regulated,0.016675677,1.084584759,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-5708_292265,ENSG00000196337,CGB7,hsa-miR-5708,292265,-1.776255326,Down-regulated,0.016675677,-1.843974018,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-5708_292266,ENSG00000196337,CGB7,hsa-miR-5708,292266,-1.776255326,Down-regulated,0.016675677,-1.843974018,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-5708_292267,ENSG00000196337,CGB7,hsa-miR-5708,292267,-1.776255326,Down-regulated,0.016675677,-1.843974018,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-1302_292265,ENSG00000196337,CGB7,hsa-miR-1302,292265,-1.776255326,Down-regulated,0.016675677,-1.260504314,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-1302_292266,ENSG00000196337,CGB7,hsa-miR-1302,292266,-1.776255326,Down-regulated,0.016675677,-1.260504314,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-1302_292267,ENSG00000196337,CGB7,hsa-miR-1302,292267,-1.776255326,Down-regulated,0.016675677,-1.260504314,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-214-3p_292265,ENSG00000196337,CGB7,hsa-miR-214-3p,292265,-1.776255326,Down-regulated,0.016675677,0.631924396,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-214-3p_292266,ENSG00000196337,CGB7,hsa-miR-214-3p,292266,-1.776255326,Down-regulated,0.016675677,0.631924396,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-214-3p_292267,ENSG00000196337,CGB7,hsa-miR-214-3p,292267,-1.776255326,Down-regulated,0.016675677,0.631924396,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-31-5p_292265,ENSG00000196337,CGB7,hsa-miR-31-5p,292265,-1.776255326,Down-regulated,0.016675677,-0.485868578,Down-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-31-5p_292266,ENSG00000196337,CGB7,hsa-miR-31-5p,292266,-1.776255326,Down-regulated,0.016675677,-0.485868578,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-31-5p_292267,ENSG00000196337,CGB7,hsa-miR-31-5p,292267,-1.776255326,Down-regulated,0.016675677,-0.485868578,Down-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-219b-3p_292265,ENSG00000196337,CGB7,hsa-miR-219b-3p,292265,-1.776255326,Down-regulated,0.016675677,1.558595222,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-219b-3p_292266,ENSG00000196337,CGB7,hsa-miR-219b-3p,292266,-1.776255326,Down-regulated,0.016675677,1.558595222,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-219b-3p_292267,ENSG00000196337,CGB7,hsa-miR-219b-3p,292267,-1.776255326,Down-regulated,0.016675677,1.558595222,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-27b-5p_292265,ENSG00000196337,CGB7,hsa-miR-27b-5p,292265,-1.776255326,Down-regulated,0.016675677,0.401218901,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-27b-5p_292266,ENSG00000196337,CGB7,hsa-miR-27b-5p,292266,-1.776255326,Down-regulated,0.016675677,0.401218901,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-27b-5p_292267,ENSG00000196337,CGB7,hsa-miR-27b-5p,292267,-1.776255326,Down-regulated,0.016675677,0.401218901,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-5683_292265,ENSG00000196337,CGB7,hsa-miR-5683,292265,-1.776255326,Down-regulated,0.016675677,1.007457395,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-5683_292266,ENSG00000196337,CGB7,hsa-miR-5683,292266,-1.776255326,Down-regulated,0.016675677,1.007457395,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-5683_292267,ENSG00000196337,CGB7,hsa-miR-5683,292267,-1.776255326,Down-regulated,0.016675677,1.007457395,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-874-5p_292265,ENSG00000196337,CGB7,hsa-miR-874-5p,292265,-1.776255326,Down-regulated,0.016675677,0.767462369,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-874-5p_292266,ENSG00000196337,CGB7,hsa-miR-874-5p,292266,-1.776255326,Down-regulated,0.016675677,0.767462369,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-874-5p_292267,ENSG00000196337,CGB7,hsa-miR-874-5p,292267,-1.776255326,Down-regulated,0.016675677,0.767462369,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-652-3p_292265,ENSG00000196337,CGB7,hsa-miR-652-3p,292265,-1.776255326,Down-regulated,0.016675677,0.409673301,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-652-3p_292266,ENSG00000196337,CGB7,hsa-miR-652-3p,292266,-1.776255326,Down-regulated,0.016675677,0.409673301,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-652-3p_292267,ENSG00000196337,CGB7,hsa-miR-652-3p,292267,-1.776255326,Down-regulated,0.016675677,0.409673301,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_novel_1294_292265,ENSG00000196337,CGB7,novel_1294,292265,-1.776255326,Down-regulated,0.016675677,2.038801482,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_novel_1294_292266,ENSG00000196337,CGB7,novel_1294,292266,-1.776255326,Down-regulated,0.016675677,2.038801482,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_novel_1294_292267,ENSG00000196337,CGB7,novel_1294,292267,-1.776255326,Down-regulated,0.016675677,2.038801482,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-3679-3p_292265,ENSG00000196337,CGB7,hsa-miR-3679-3p,292265,-1.776255326,Down-regulated,0.016675677,1.683946556,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-3679-3p_292266,ENSG00000196337,CGB7,hsa-miR-3679-3p,292266,-1.776255326,Down-regulated,0.016675677,1.683946556,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-3679-3p_292267,ENSG00000196337,CGB7,hsa-miR-3679-3p,292267,-1.776255326,Down-regulated,0.016675677,1.683946556,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-4664-5p_292265,ENSG00000196337,CGB7,hsa-miR-4664-5p,292265,-1.776255326,Down-regulated,0.016675677,2.593041989,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-4664-5p_292266,ENSG00000196337,CGB7,hsa-miR-4664-5p,292266,-1.776255326,Down-regulated,0.016675677,2.593041989,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-4664-5p_292267,ENSG00000196337,CGB7,hsa-miR-4664-5p,292267,-1.776255326,Down-regulated,0.016675677,2.593041989,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-151b_292265,ENSG00000196337,CGB7,hsa-miR-151b,292265,-1.776255326,Down-regulated,0.016675677,0.578626618,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-151b_292266,ENSG00000196337,CGB7,hsa-miR-151b,292266,-1.776255326,Down-regulated,0.016675677,0.578626618,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-151b_292267,ENSG00000196337,CGB7,hsa-miR-151b,292267,-1.776255326,Down-regulated,0.016675677,0.578626618,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-32-3p_292265,ENSG00000196337,CGB7,hsa-miR-32-3p,292265,-1.776255326,Down-regulated,0.016675677,0.537984795,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-32-3p_292266,ENSG00000196337,CGB7,hsa-miR-32-3p,292266,-1.776255326,Down-regulated,0.016675677,0.537984795,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-32-3p_292267,ENSG00000196337,CGB7,hsa-miR-32-3p,292267,-1.776255326,Down-regulated,0.016675677,0.537984795,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-3667-3p_292265,ENSG00000196337,CGB7,hsa-miR-3667-3p,292265,-1.776255326,Down-regulated,0.016675677,2.095091267,Up-regulated,0.99990023,Hypomethylated,-0.60759979,0.003157914,0.008266375
CGB7_hsa-miR-3667-3p_292266,ENSG00000196337,CGB7,hsa-miR-3667-3p,292266,-1.776255326,Down-regulated,0.016675677,2.095091267,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
CGB7_hsa-miR-3667-3p_292267,ENSG00000196337,CGB7,hsa-miR-3667-3p,292267,-1.776255326,Down-regulated,0.016675677,2.095091267,Up-regulated,0.99990023,Hypermethylated,1.7335306,3.62611691131849e-06,1.85281994878939e-05
RIPOR2_hsa-miR-6877-3p_8241,ENSG00000111913,RIPOR2,hsa-miR-6877-3p,8241,-1.032880507,Down-regulated,0.017201477,30.0,Up-regulated,1.91e-10,Hypomethylated,-0.205301122,4.83996150082923e-06,2.40921843214368e-05
RIPOR2_hsa-miR-6877-3p_8242,ENSG00000111913,RIPOR2,hsa-miR-6877-3p,8242,-1.032880507,Down-regulated,0.017201477,30.0,Up-regulated,1.91e-10,Hypomethylated,-2.010893851,6.13950657242048e-06,2.99608274494221e-05
RIPOR2_hsa-miR-6877-3p_8243,ENSG00000111913,RIPOR2,hsa-miR-6877-3p,8243,-1.032880507,Down-regulated,0.017201477,30.0,Up-regulated,1.91e-10,Hypomethylated,-2.010893851,6.13950657242048e-06,2.99608274494221e-05
RIPOR2_hsa-miR-1269a_8241,ENSG00000111913,RIPOR2,hsa-miR-1269a,8241,-1.032880507,Down-regulated,0.017201477,3.199437988,Up-regulated,0.014516677,Hypomethylated,-0.205301122,4.83996150082923e-06,2.40921843214368e-05
RIPOR2_hsa-miR-1269a_8242,ENSG00000111913,RIPOR2,hsa-miR-1269a,8242,-1.032880507,Down-regulated,0.017201477,3.199437988,Up-regulated,0.014516677,Hypomethylated,-2.010893851,6.13950657242048e-06,2.99608274494221e-05
RIPOR2_hsa-miR-1269a_8243,ENSG00000111913,RIPOR2,hsa-miR-1269a,8243,-1.032880507,Down-regulated,0.017201477,3.199437988,Up-regulated,0.014516677,Hypomethylated,-2.010893851,6.13950657242048e-06,2.99608274494221e-05
RIPOR2_novel_594_8241,ENSG00000111913,RIPOR2,novel_594,8241,-1.032880507,Down-regulated,0.017201477,-15.87845051,Down-regulated,0.057098973,Hypomethylated,-0.205301122,4.83996150082923e-06,2.40921843214368e-05
RIPOR2_novel_594_8242,ENSG00000111913,RIPOR2,novel_594,8242,-1.032880507,Down-regulated,0.017201477,-15.87845051,Down-regulated,0.057098973,Hypomethylated,-2.010893851,6.13950657242048e-06,2.99608274494221e-05
RIPOR2_novel_594_8243,ENSG00000111913,RIPOR2,novel_594,8243,-1.032880507,Down-regulated,0.017201477,-15.87845051,Down-regulated,0.057098973,Hypomethylated,-2.010893851,6.13950657242048e-06,2.99608274494221e-05
RIPOR2_hsa-miR-223-3p_8241,ENSG00000111913,RIPOR2,hsa-miR-223-3p,8241,-1.032880507,Down-regulated,0.017201477,0.58831944,Up-regulated,0.99990023,Hypomethylated,-0.205301122,4.83996150082923e-06,2.40921843214368e-05
