Gene,p_value,effect_size
AKR1D1P1,0.5853789284609614,0.33041189268220117
AKR7A2,0.7434206976952524,0.16254199760285876
AKR7A2P1,0.615737058040257,0.11419954298654544
AKR7A3,0.003704360450534237,1.1621420183409858
AKR7L,0.10170693003109327,0.44093675225417495
AKT1,0.3050688106228865,0.41907528502260666
AKT1S1,0.4714517068389269,0.4434275073382013
AKT2,1.0,0.06909880288031933
AKTIPP1,0.18314652532853137,0.52737669084301
AKTIPP2,0.8785934392551416,3.18175608386501e-06
ALAD,0.04705744628217285,0.83818923040234
ALB,0.3947417052130072,0.25874667433153475
ALCAM,0.24745429076477554,0.34334124508178426
ALDH16A1,0.9478034802354203,0.011845592780173974
ALDH1A2,0.8443001476220315,0.19217177748555023
ALDH1A2-AS1,0.8443001476220315,0.19217177748555023
ALDH1A3,0.5853789284609614,0.32521624813521566
ALDH1B1,0.9478034802354203,0.04337414276248107
ALDH1L1,0.16920192165920167,0.6185368730499092
ALDH1L1-AS1,0.5853789284609614,0.27735242356715767
ALDH1L2,0.7766531265771661,0.12801884889934825
ALDH2,0.615737058040257,0.2569491086704859
ALDH3A1,0.3947417052130072,0.3718279175347465
ALDH3A2,0.5268434347302196,0.3514747612541464
ALDH3B1,0.18314652532853137,0.5071317510491177
ALDH4A1,0.05763082091624818,0.6474216093513813
ALDH6A1,0.8785934392551416,0.06488551397384833
ALDH7A1,0.8443001476220315,0.013060215430459021
ALDH8A1,0.8443001476220315,0.049246193644987016
ALDH9A1,0.012090025148399776,0.9246086379060314
ALDOA,0.9478034802354203,0.16660334355238907
ALDOAP1,0.8443001476220315,0.10182330276856365
ALG11,0.5557349624423149,0.293869130132214
ALG12,0.21355772865776912,0.26418990773296386
ALG13,0.445008718746736,0.2443541362959856
ALG1L10P,0.7106595685403921,0.1615254695699206
ALG1L3P,0.7106595685403921,0.1338121376274683
ALG1L5P,0.5853789284609614,0.20129242448789744
ALG3,0.8785934392551416,0.06180691622661421
ALG5,0.0636173544421638,0.5897466180462891
ALG6,0.8785934392551416,0.017093691173838976
ALG8,0.9825901131969854,0.09860353794597801
ALG9,0.3947417052130072,0.18135500669578666
ALK,0.7434206976952524,0.11761919522678269
ALKBH2,0.04705744628217285,0.7882616757325099
ALKBH4,0.05763082091624818,0.7971263314869018
ALKBH5,0.04241488053789996,0.8683559157620155
ALKBH7,0.7434206976952524,0.1380152679854928
ALOX12,0.810299496070296,0.09653101253101491
ALOX12B,0.4194324996066613,0.4701707174217154
ALOX12P2,0.615737058040257,0.21533164959242648
ALOX15,0.810299496070296,0.06691439779221842
ALOX15B,0.6467674040054682,0.26412311586194487
ALOX15P2,0.810299496070296,0.03611582619263719
ALOX5,0.9131160800723744,0.11030340885281822
ALOX5AP,0.5268434347302196,0.20338906944613713
ALOXE3P1,0.37095103453309664,0.5201727565456651
ALPI,0.017379700825926846,1.0718304973083532
ALPK1,0.08472204560508317,0.594249414309715
ALPK3,0.04705744628217285,0.4673699396444259
ALPL,0.9478034802354203,0.014854291628255923
ALPP,0.8785934392551416,0.054424030680833214
ALS2,0.810299496070296,0.11213054857801619
ALS2CL,0.18314652532853137,0.5251138242210994
ALX1,0.3480712878701422,0.24408186675134427
ALX3,0.28494907768465494,0.31961150560149937
ALYREF,0.4194324996066613,0.14188793311578565
AMBRA1,0.7434206976952524,0.07818061180299551
AMD1,0.6467674040054682,0.16272646033965033
AMDHD1,0.810299496070296,0.2321736997515609
AMDHD2,0.7766531265771661,0.18838491755014267
AMFR,0.7766531265771661,0.2407819902905409
AMH,0.9478034802354203,0.012512362873833973
AMHR2,0.3947417052130072,0.32046104257696717
AMN,0.8443001476220315,0.0965073977044769
AMN1,0.15606926343164354,0.5738761403641354
AMPD2,0.615737058040257,0.19781390909634108
AMPD3,0.3261094520204889,0.42182094664827136
AMT,0.3050688106228865,0.3890989962759723
AMZ1,0.23006229802639666,0.3433996401117097
AMZ2,0.5853789284609614,0.48640016929651514
AMZ2P1,0.7766531265771661,0.12899656731705014
ANAPC11,0.4194324996066613,0.14188793311578565
ANAPC13,0.0636173544421638,0.7319845746148516
ANAPC16,0.9825901131969854,0.058762284297971465
ANAPC1P1,0.030745034758993203,0.9142291481987813
ANAPC2,0.615737058040257,0.19396363891524596
ANAPC4,0.5853789284609614,0.12515043044718438
ANAPC5,0.5853789284609614,0.21688439841718526
ANAPC7,0.7106595685403921,0.25678155945624154
ANG,0.5268434347302196,0.2579851424852903
ANGEL1,0.3050688106228865,0.21797755872626598
ANGEL2,0.07010858465571475,0.7117751402176659
ANGPTL2,0.9478034802354203,0.03484652078960457
ANGPTL4,0.7766531265771661,0.3526680238801484
ANGPTL6,0.0636173544421638,0.7114948950321116
ANGPTL7,0.16920192165920167,0.5687939264963611
ANGPTL8,0.7434206976952524,0.18720422363003514
ANHX,0.5268434347302196,0.21161056269678655
ANK1,0.4714517068389269,0.21820759888245805
ANK2,0.498738821650313,0.1564100535101426
ANK2-AS1,0.9131160800723744,0.16492819615442778
ANK3,0.1979251021111571,0.5722232835284619
ANKDD1A,0.37095103453309664,0.37672661824856823
ANKDD1B,0.4194324996066613,0.22281721405551252
ANKFN1,0.615737058040257,0.23880774724623768
ANKFY1,0.015426068688275984,0.98571263027004
ANKH,0.9825901131969854,0.1808111674064486
ANKHD1,0.810299496070296,0.08235825800263093
ANKIB1,0.5853789284609614,0.19535050616853974
ANKLE2,0.9478034802354203,0.0007296251949017495
ANKMY1,0.5557349624423149,0.15568877126600042
ANKRD11,0.24745429076477554,0.4535652851326274
ANKRD12,0.05763082091624818,0.6777038249364102
ANKRD13A,0.7106595685403921,0.18635132876832217
ANKRD13B,0.5557349624423149,0.06842087112975502
ANKRD13C,0.9825901131969854,0.053275605216817734
ANKRD13C-DT,0.07010858465571475,0.757044965358564
ANKRD13D,0.9825901131969854,0.019730970860555547
ANKRD16,0.445008718746736,0.44144728477754264
ANKRD17,0.3050688106228865,0.4694991113192755
ANKRD18A,0.8785934392551416,0.21945353127607548
ANKRD18DP,0.7106595685403921,0.32815279466282377
ANKRD2,0.1979251021111571,0.5603404582458735
ANKRD20A1,0.6784245040488326,0.28126658445707575
ANKRD20A11P,0.5268434347302196,0.4947908002987192
ANKRD20A18P,0.498738821650313,0.36242633734682367
ANKRD20A19P,0.9478034802354203,0.12584601063137307
ANKRD20A21P,0.3947417052130072,0.49110408483882684
ANKRD20A7P,0.2657465520914202,0.3983507482141869
ANKRD20A8P,0.16920192165920167,0.41719419087484944
ANKRD23,0.37095103453309664,0.14928265872475607
ANKRD24,0.3947417052130072,0.26333417945927007
ANKRD26P1,0.7106595685403921,0.0034300846138900112
ANKRD27,0.9478034802354203,0.1346299308049069
ANKRD29,0.00321973269092177,0.9932130000929943
ANKRD30A,0.5853789284609614,0.20795725610289562
ANKRD30B,0.9825901131969854,0.014074611135434106
ANKRD30BL,0.9131160800723744,0.20199785263613584
ANKRD30BP2,0.7106595685403921,0.31358003041107463
ANKRD30BP3,0.21355772865776912,0.34724521594843577
ANKRD33,0.4714517068389269,0.1713400306912337
ANKRD33B,0.4194324996066613,0.3788681649592633
ANKRD33B-AS1,0.9478034802354203,0.21944856573042065
ANKRD33BP1,0.5268434347302196,0.2431671417298737
ANKRD34C-AS1,0.9825901131969854,0.045382714646516345
ANKRD36BP2,0.3947417052130072,0.21395103272668237
ANKRD39,0.13214331982716349,0.3230110227899916
ANKRD40,0.445008718746736,0.08859341184822365
ANKRD40CL,0.8443001476220315,0.020035255092192675
ANKRD42-DT,0.7106595685403921,0.25735721611772716
ANKRD44,0.13214331982716349,0.6151125911702926
ANKRD45,0.810299496070296,0.04038277943461892
ANKRD46,0.7434206976952524,0.2496381376014408
ANKRD52,0.9825901131969854,0.013513667358856367
ANKRD53,0.9131160800723744,0.11955103502316437
ANKRD54,0.7106595685403921,0.0982106231838301
ANKRD54P1,0.21355772865776912,0.34724521594843577
ANKRD55,0.7106595685403921,0.01824658049726505
ANKRD6,0.5268434347302196,0.371328055247748
ANKRD61,0.9825901131969854,0.017952778323053857
ANKRD62,0.9131160800723744,0.11321136730212729
ANKRD63,0.10170693003109327,0.754569232503179
ANKRD65,0.16920192165920167,0.460983874212694
ANKRD65-AS1,0.3480712878701422,0.35261447229018295
ANKRD7,0.498738821650313,0.19601791136332888
ANKRD9,0.5853789284609614,0.12605483456243302
ANKS1A,0.810299496070296,0.035844138572366166
ANKS1B,0.017379700825926846,0.8753486549409741
ANKS3,0.015426068688275984,1.1124134905240937
ANKS6,0.21355772865776912,0.44367895176411204
ANKUB1,0.05763082091624818,0.5371648685546045
