Gene,p_value,effect_size,mean_LB,mean_NB,mean_diff,composite_score
F2R,0.00024566863738436983,1.2421587732558197,0.8226832527276441,0.8670923013165132,-0.04440904858886907,4.483758547824443
NCRUPAR,0.00024566863738436983,1.2421587732558197,0.8226832527276441,0.8670923013165132,-0.04440904858886907,4.483758547824443
HEATR5A-DT,0.0005775308884007839,1.3046448426236574,0.7910698057902641,0.8844017985399221,-0.09333199274965798,4.224994093525777
RNA5SP130,0.0007860519755948508,1.2793343546315366,0.7063498652558335,0.7500192067617708,-0.043669341505937265,3.9717557834778834
OR13D1,0.00042149592567890335,1.1690434963879173,0.6494764463502475,0.7145852356649736,-0.06510878931472608,3.9457632265178266
USP49,0.00064050587535133,1.2296866592478166,0.8786934135953534,0.8501590992696848,0.028534314325668553,3.9269758351852597
PTTG1P2,0.0005775308884007839,1.1901775866676465,0.532947992834452,0.5948067366762518,-0.06185874384179979,3.854300503580121
PLLP,0.0009618133887034997,1.2250398277573002,0.8382145184896744,0.8045276217858633,0.03368689670381109,3.695833849022309
SLF2,0.0005775308884007839,1.1208472421481377,0.7705958530559992,0.8233620960620771,-0.052766243006077906,3.629779402873537
LOC102725048,0.0011733937730744517,1.228282125171716,0.5371691658243991,0.5879987011883485,-0.05082953536394941,3.599549777373841
NEB,0.0012946084253933076,1.2203322223926392,0.5389343450846518,0.6177931674638018,-0.07885882237914998,3.5241504878324097
M1AP,0.0008698252117808247,1.1455768570778735,0.7962481375954678,0.8277596019201011,-0.031511464324633365,3.506115822869223
ZNF208,0.0012946084253933076,1.1740901322758803,0.8877416653368753,0.8413007860189993,0.046440879317875994,3.390609734377706
NUS1P4,0.0019041933520048935,1.2353487152425802,0.7170676442224727,0.7784875171468502,-0.06141987292437745,3.3605054379701196
LRP6,0.0007860519755948508,1.0679146688091894,0.7425440077524719,0.7701867435644059,-0.027642735811933994,3.3153930766796047
LINC02325,0.0015724085242773975,1.1561365280315117,0.37781105256271164,0.4482594105624618,-0.07044835799975019,3.2411531251752943
PIK3CD,0.0019041933520048935,1.1846662157671524,0.7336054564395192,0.7470387187291283,-0.01343326228960906,3.22263439557085
SIDT1,0.002093167967465494,1.1447176164750856,0.8484543623854168,0.8948183036498699,-0.04636394126445309,3.066922743921875
IPP,0.0022992046818875395,1.1610129066201118,0.8562137210094722,0.8769827889006688,-0.02076906789119659,3.063242396777929
TMT1B,0.0033226375565646653,1.2131494992135083,0.7430876680860501,0.8104823886655682,-0.06739472057951812,3.006811678248476
CCNG1,0.0019041933520048935,1.0918920646728527,0.9317474612262097,0.9547995663640878,-0.023052105137878143,2.9702618991181096
FEM1B,0.0015724085242773975,1.0586687778460815,0.19506161861927074,0.16122782158457394,0.0338337970346968,2.9679086635932435
STEAP1B,0.0025236667291645043,1.131864012255292,0.5837968728077522,0.5098782406264666,0.07391863218128558,2.9405464622002984
SEPTIN14P4,0.0012946084253933076,1.0102892532046535,0.9124694185610295,0.9414202135394849,-0.02895079497845543,2.9175754759243473
NUSAP1,0.0019041933520048935,1.0672574759132436,0.7523074172357925,0.8052192975995839,-0.05291188036379135,2.9032486999563103
MIR548G,0.001731004679527496,1.0484507955969182,0.6145728879657221,0.6882196306484293,-0.07364674268270721,2.895508379144124
RPL7AP70,0.002093167967465494,1.0805907294961499,0.8678665428118144,0.8805798732684382,-0.012713330456623817,2.895114251292736
PLCH2,0.0008357168217272526,0.934222763652659,0.3472605298650526,0.37956003560773266,-0.032299505742680035,2.875482364347877
EPOP,0.0025236667291645043,1.1061740544062384,0.6898606663294489,0.7146630671394464,-0.024802400809997516,2.8738047742862283
CD226,0.0025236667291645043,1.0991746346657894,0.6638558366765757,0.7251547077108247,-0.061298871034249025,2.8556205059179627
IFT27,0.0030337819625876517,1.1154612857901773,0.5855434492837353,0.6735346236960683,-0.08799117441233306,2.808748942001322
LAMA3,0.003636332646051064,1.1403173309975312,0.7386814102315252,0.7854806797609649,-0.04679926952943969,2.781617553788963
SPON1,0.0022992046818875395,1.0504400755587053,0.49152069550592137,0.5337491055441508,-0.042228410038229414,2.771504568449125
FTH1P7,0.0030337819625876517,1.0983493882569566,0.8580689079489983,0.8861148770289796,-0.02804596907998136,2.7656609167113886
KCMF1,0.0030337819625876517,1.0696517277903974,0.9127653480325504,0.9287845925380458,-0.01601924450549541,2.6933997593765895
COPZ2,0.003636332646051064,1.1010331321943267,0.6923478210776168,0.7476632214968525,-0.05531540041923566,2.685790178367125
OGDHL,0.003636332646051064,1.0934372985436294,0.36211290839781785,0.3997607817028127,-0.03764787330499486,2.6672613849829556
ASS1P9,0.004745706754323725,1.1395077780908676,0.6987318928869058,0.7278115375477413,-0.029079644660835458,2.647873189240392
KLF3-AS1,0.0027680088742079952,1.031970407406791,0.8530389208455964,0.7904155071189055,0.06262341372669089,2.63960745348052
EGR1,0.0033226375565646653,1.0625867766495036,0.7743085406178397,0.8166079634430586,-0.042299422825218924,2.6336394082126464
WFDC2,0.004345825095522519,1.1082910732586713,0.5478377004012036,0.6075033316891114,-0.059665631287907805,2.617703437156766
NEK1,0.0030337819625876517,1.0388059028281837,0.8610711648777569,0.9182231508292821,-0.05715198595152515,2.615729490285715
OTUD7B,0.0030337819625876517,1.0260545216912906,0.884469343273274,0.90529053155916,-0.020821188285885972,2.5836213133964265
CLDN14,0.003976734421651447,1.071572697135027,0.5860723012906507,0.6256388696732496,-0.039566568382598866,2.5722817563068263
RN7SL122P,0.003976734421651447,1.07051705935091,0.8010243754651206,0.8354735945439996,-0.03444921907887899,2.5697477258853603
